,name,category,address,score,eval_cnt,review_cnt
310,동막골감자탕,감자탕,(지번) 서초동 1366-13,0.0,0건,리뷰 0
311,해물세상,"해물,생선",(지번) 양재동 11-12,3.0,1건,리뷰 0
312,친구네다락방,음식점,(지번) 서초동 1361-5,4.0,1건,리뷰 0
313,봉구비어 양재역점,"호프,요리주점",(지번) 도곡동 953-1,0.0,0건,리뷰 1
314,커피이즈,카페,(지번) 도곡동 959-28,0.0,0건,리뷰 0
315,온새미로,죽,(지번) 도곡동 919-7,4.5,2건,리뷰 0
316,콩심은데콩나고 본점,한식,(지번) 양재동 11-44,2.3,5건,리뷰 0
317,사대부떡방,"떡,한과",(지번) 도곡동 918-1,5.0,1건,리뷰 2
318,오가다 서울양재스포타임점,전통찻집,(지번) 양재동 24,2.3,3건,리뷰 1
319,커피온리 양재2호점,카페,(지번) 서초동 1362-18,0.0,0건,리뷰 0
320,도라지국수집,국수,(지번) 양재동 1-7,0.0,0건,리뷰 1
321,잠바주스 양재사옥점,생과일전문점,(지번) 양재동 11-149,1.0,1건,리뷰 0
322,마린한식,한식뷔페,(지번) 도곡동 959-27,0.0,0건,리뷰 0
323,머구리실내포차,실내포장마차,(지번) 서초동 1360,0.0,0건,리뷰 5
324,로봇김밥 신분당선양재역점,분식,(지번) 양재동,1.0,4건,리뷰 8
325,쌈겹,"육류,고기",(지번) 양재동 11-64,5.0,1건,리뷰 2
326,플레이보6,푸드코트,(지번) 도곡동 956,1.3,3건,리뷰 8
327,제이씨네키친,이탈리안,(지번) 양재동 12-10,5.0,2건,리뷰 1
328,포첸하우스,베트남음식,(지번) 도곡동 920-2,2.3,4건,리뷰 2
329,다락방,카페,(지번) 도곡동 950-9,4.0,1건,리뷰 5
330,갯벌낙지,"해물,생선",(지번) 양재동 11-53,1.0,1건,리뷰 3
331,음악여행,라이브카페,(지번) 서초동 1365-7,5.0,2건,리뷰 0
332,더카페,카페,(지번) 서초동 1366-17,0.0,0건,리뷰 0
333,이광진식겁라면순두부 도곡점,분식,(지번) 도곡동 920-9,3.3,7건,리뷰 6
334,발아정신,"호프,요리주점",(지번) 양재동 11-84,2.0,2건,리뷰 2
335,헬로우맥주창고,"호프,요리주점",(지번) 도곡동 954-12,1.0,2건,리뷰 0
336,맛있는집소풍 양재본점,분식,(지번) 양재동 11-87,5.0,4건,리뷰 0
337,명가떡집 도곡점,"떡,한과",(지번) 도곡동 920-4,4.5,2건,리뷰 1
338,말죽거리족발돈까스,"돈까스,우동",(지번) 도곡동 954-18,1.0,1건,리뷰 3
339,제주흙돼지 24시찹쌀순대,순대,(지번) 서초동 1358-5,0.0,0건,리뷰 0
340,답다,한식,(지번) 도곡동 955-8,5.0,2건,리뷰 7
341,나누다키친 양재1호점,인도음식,(지번) 서초동 1366-7,0.0,0건,리뷰 1
342,사조참치 양재역점,참치회,(지번) 도곡동 955-5,3.0,2건,리뷰 0
343,조대감마장동 한우정육식당,"육류,고기",(지번) 서초동 1358-4,0.0,0건,리뷰 0
344,부산복집,복어,(지번) 도곡동 949-3,0.0,0건,리뷰 0
345,파스쿠찌 신분당양재역점,커피전문점,(지번) 양재동 12-1,2.8,6건,리뷰 1
346,선우동가게,"돈까스,우동",(지번) 도곡동 959-25,0.0,0건,리뷰 3
347,보고타,디저트카페,(지번) 서초동 1360-12,4.0,1건,리뷰 2
348,미소마을,한식,(지번) 서초동 1358-11,0.0,0건,리뷰 1
349,퀸스파크,양식,(지번) 양재동 11-149,0.0,0건,리뷰 0
350,다미조 양재역점,일본식주점,(지번) 양재동 23,0.0,0건,리뷰 0
351,리즈하우스,커피전문점,(지번) 도곡동 959-6,5.0,1건,리뷰 2
352,명동해물칼국수,한식,(지번) 도곡동 924-10,0.0,0건,리뷰 0
353,마루순대국,순대,(지번) 서초동 1360-13,0.0,0건,리뷰 0
354,이코토,일본식주점,(지번) 서초동 1360-34,0.0,0건,리뷰 2
355,W바,칵테일바,(지번) 양재동 10-70,0.0,0건,리뷰 0
356,서초골,한식,(지번) 서초동 1366-2,0.0,0건,리뷰 0
357,정글쥬스,생과일전문점,(지번) 도곡동 955-12,4.6,5건,리뷰 1
358,아라폴리,테마카페,,0.0,0건,리뷰 0
359,카페띠아모 양재은광여고점,아이스크림,(지번) 도곡동 902-2,3.7,3건,리뷰 0
360,랑랑케이크,"떡,한과",(지번) 도곡동 902-2,5.0,1건,리뷰 1
361,정통을지로골뱅이,"호프,요리주점",(지번) 서초동 1357-72,3.0,3건,리뷰 0
362,밀피유,한식,(지번) 서초동 1362-18,0.0,0건,리뷰 0
363,곱사랑,한정식,(지번) 도곡동 920-2,0.0,0건,리뷰 2
364,주문진짬뽕포차 양재점,실내포장마차,(지번) 서초동 1364-47,0.0,0건,리뷰 1
365,풍금,라이브카페,(지번) 양재동 14-19,0.0,0건,리뷰 6
366,옛날짜장,중화요리,(지번) 양재동 23,0.0,0건,리뷰 0
367,소우,한식,(지번) 도곡동 953-1,4.7,3건,리뷰 0
368,LA닭발,닭요리,(지번) 양재동 1-7,5.0,3건,리뷰 0
369,나가사끼라면,일본식라면,(지번) 도곡동 949-3,0.0,0건,리뷰 0
370,황해도순대 양재점,순대,(지번) 양재동 8-71,0.0,0건,리뷰 3
371,마노핀 양재역점,디저트카페,,1.0,1건,리뷰 0
372,샹하이수타해물짬뽕,중화요리,(지번) 양재동 11-87,1.0,1건,리뷰 0
373,게스트,술집,(지번) 양재동 11-83,0.0,0건,리뷰 3
374,대박감자탕,한식,(지번) 양재동 12-10,2.0,1건,리뷰 0
375,이자카야 니쿠또항,일본식주점,(지번) 양재동 10-6,0.0,0건,리뷰 1
376,더블에이바,"호프,요리주점",(지번) 서초동 1366-7,0.0,0건,리뷰 0
377,S바,술집,(지번) 양재동 10-70,0.0,0건,리뷰 0
378,고래난다,일본식주점,(지번) 도곡동 953-1,1.0,2건,리뷰 1
379,추억의통치킨,치킨,(지번) 도곡동 950-6,0.0,0건,리뷰 2
380,천선인두부 양재역점,두부전문점,(지번) 도곡동 953-1,1.0,1건,리뷰 0
381,양재포차,술집,(지번) 양재동 1-7,5.0,1건,리뷰 1
382,도쿄라멘3900,일본식라면,(지번) 도곡동 959,0.0,0건,리뷰 0
383,키스더컴,카페,(지번) 도곡1동 947-2,5.0,1건,리뷰 0
384,핫도그,한식,(지번) 양재동 1-7,0.0,0건,리뷰 0
385,퓨어카페,커피전문점,(지번) 도곡동 948-29,0.0,0건,리뷰 0
386,장어랑고기랑 양재본점,"육류,고기",(지번) 양재동 11-7,0.0,0건,리뷰 0
387,에스타미네스탠드,카페,(지번) 도곡동 955-7,4.0,1건,리뷰 0
388,바다양푼이동태탕 도곡점,"해물,생선",(지번) 도곡동 920-9,0.0,0건,리뷰 0
389,자이바,술집,(지번) 서초동 1360-18,0.0,0건,리뷰 0
390,모나미,분식,(지번) 도곡동 951-33,0.0,0건,리뷰 0
391,석화촌,한식,(지번) 도곡동 953-1,0.0,0건,리뷰 0
392,영동돈까스,"돈까스,우동",(지번) 도곡동 950-2,0.0,0건,리뷰 0
393,마타네,일식,(지번) 서초동 1358-11,1.5,2건,리뷰 1
394,라비에체,"제과,베이커리",(지번) 서초동 1360-46,0.0,0건,리뷰 0
395,에이미스커피 양재역점,커피전문점,(지번) 서초동 1364-50,2.0,1건,리뷰 1
396,쵸이바,술집,(지번) 서초동 1363-3,0.0,0건,리뷰 0
397,더와인시즌2,와인바,(지번) 도곡동 949-2,4.5,5건,리뷰 0
398,임회장횟집,회,(지번) 양재동 12-10,0.0,0건,리뷰 0
399,데코르 양재점,"제과,베이커리",(지번) 서초동 1363-25,0.0,0건,리뷰 0
400,팔라초,아이스크림,(지번) 양재동 13-1,0.0,0건,리뷰 0
401,하나레,일본식주점,(지번) 서초동 1358-2,3.0,1건,리뷰 1
402,아워948,카페,(지번) 도곡동 946-20,3.0,1건,리뷰 2
403,아이스랜드,아이스크림,(지번) 도곡동 902-2,0.0,0건,리뷰 0
404,나인웰 양재점,한정식,(지번) 도곡동 949-3,3.0,1건,리뷰 0
405,국수&죽,국수,(지번) 양재동 13-14,0.0,0건,리뷰 0
406,강남플래너,뷔페,(지번) 도곡동 949-3,4.0,5건,리뷰 0
407,실내포차,실내포장마차,(지번) 양재동 12-10,5.0,1건,리뷰 0
408,매드후라이치킨 양재역점,치킨,,0.0,0건,리뷰 0
409,서초구청 구내식당,구내식당,(지번) 서초동 1376-3,0.0,0건,리뷰 0
410,카페보니브라운,카페,(지번) 도곡동 952-3,0.0,0건,리뷰 0
411,쟁이와순두부,두부전문점,(지번) 서초동 1360-53,0.0,0건,리뷰 0
412,조가네99포차,실내포장마차,(지번) 서초동 1358-4,0.0,0건,리뷰 1
413,좋아호프,"호프,요리주점",(지번) 양재동 11-2,0.0,0건,리뷰 0
414,루크위드커피,커피전문점,(지번) 서초동 1359-46,3.0,1건,리뷰 0
415,뉴질랜드내츄럴코리아 양재점,아이스크림,(지번) 도곡동 957-11,0.0,0건,리뷰 0
416,한방왕족발,"족발,보쌈",(지번) 양재동 8-3,0.0,0건,리뷰 0
417,아카시아떡집 강남점,"떡,한과",(지번) 도곡동 920-4,0.0,0건,리뷰 0
418,유가,일식,(지번) 도곡동 955-11,2.7,3건,리뷰 0
419,후포막회,회,(지번) 양재동 12-10,0.0,0건,리뷰 0
420,토계촌,닭요리,(지번) 양재동 11-119,0.0,0건,리뷰 0
421,커피앳웍스 양재사옥점,커피전문점,(지번) 양재동 11-149,0.0,0건,리뷰 2
422,김밥애빠지다 양재본점,분식,(지번) 양재동 11-87,2.3,3건,리뷰 5
423,연인,카페,(지번) 양재1동 1-4,0.0,0건,리뷰 0
424,말죽거리호프,"호프,요리주점",(지번) 양재동 11-53,0.0,0건,리뷰 0
425,제이에이펍,술집,(지번) 도곡동 952-3,0.0,0건,리뷰 0
426,양재숯불갈비,갈비,(지번) 서초동 1357-70,0.0,0건,리뷰 0
427,하코네,카페,(지번) 서초동 1357-69,0.0,0건,리뷰 0
428,바론카페,카페,(지번) 양재동 13-9,0.0,0건,리뷰 0
429,양재동만복포차,실내포장마차,(지번) 양재동 11-83,0.0,0건,리뷰 0
430,다정한베이커리,"제과,베이커리",(지번) 서초동 1363-1,0.0,0건,리뷰 0
431,곰스 곰스양재쇼룸,"제과,베이커리",(지번) 도곡동 953-1,0.0,0건,리뷰 0
432,시카고,칵테일바,,0.0,0건,리뷰 0
433,O.B호프 양재점,"호프,요리주점",(지번) 도곡동 957,0.0,0건,리뷰 0
434,우성떡방앗간,"제과,베이커리",(지번) 도곡동 934-10,0.0,0건,리뷰 0
435,허브분식,분식,(지번) 도곡동 953-1,3.0,3건,리뷰 0
436,케이비코리아,커피전문점,(지번) 도곡동 947-2,0.0,0건,리뷰 0
437,무창포포차,실내포장마차,(지번) 도곡동 954-18,0.0,0건,리뷰 0
438,돼지잡는날,"육류,고기",(지번) 양재동 11-53,0.0,0건,리뷰 1
439,통영굴밥 서초점,"굴,전복",(지번) 서초동 1357-70,0.0,0건,리뷰 0
440,비어링,"호프,요리주점",(지번) 양재동 13-8,0.0,0건,리뷰 1
441,서초명가한우돈,"육류,고기",(지번) 서초동 1365-7,0.0,0건,리뷰 0
442,커피카소,카페,(지번) 도곡동 949-3,0.0,0건,리뷰 0
443,그랜드 파파,"제과,베이커리",(지번) 도곡동 920-9,0.0,0건,리뷰 0
444,카페뭉,카페,(지번) 서초동 1358-6,0.0,0건,리뷰 0
445,삼촌네 양재본점,실내포장마차,(지번) 양재동 10-6,0.0,0건,리뷰 0
446,라이브음악여행,카페,(지번) 서초동 1365-7,5.0,1건,리뷰 0
447,아지트,양식,(지번) 도곡동 952-4,0.0,0건,리뷰 1
448,카페라비,카페,(지번) 서초동 1363-25,0.0,0건,리뷰 0
449,돈텔마마,"호프,요리주점",(지번) 서초동 1363-5,0.0,0건,리뷰 0
450,OK,술집,(지번) 양재동 13-21,0.0,0건,리뷰 0
451,하우젠버블송,카페,(지번) 도곡동 955-13,0.0,0건,리뷰 0
452,양재동만복꼼장어,실내포장마차,(지번) 양재동 11-83,0.0,0건,리뷰 0
453,다향,전통찻집,(지번) 양재동 12-10,0.0,0건,리뷰 0
454,진양국수,국수,(지번) 도곡동 954-18,0.0,0건,리뷰 0
455,W라이브카페,술집,(지번) 양재동 14-19,0.0,0건,리뷰 1
456,신일품향,중식,(지번) 도곡동 950-6,0.0,0건,리뷰 0
457,모모치킨 서초점,치킨,(지번) 서초동 1357-72,0.0,0건,리뷰 0
458,시골장터,한식,(지번) 서초동 1364-42,0.0,0건,리뷰 0
459,하루애,한식,(지번) 서초동 1358-2,0.0,0건,리뷰 0
460,봄가을,"호프,요리주점",(지번) 양재동 11-2,5.0,1건,리뷰 0
461,브라운,양식,(지번) 양재동 13-9,0.0,0건,리뷰 3
462,부스트,생과일전문점,(지번) 양재동 23,0.0,0건,리뷰 0
463,21세기 막창,"곱창,막창",(지번) 양재동 10-1,0.0,0건,리뷰 0
464,공단회집,일식,(지번) 양재동 1,0.0,0건,리뷰 0
465,도카데미,카페,(지번) 도곡동 959-16,0.0,0건,리뷰 0
466,누들토크,국수,(지번) 양재동 13-10,0.0,0건,리뷰 1
467,진품활어 양재본점,회,(지번) 양재동 14-2,0.0,0건,리뷰 0
468,르그랑까페,카페,(지번) 도곡동 956,2.5,2건,리뷰 0
469,쥬스팩토리,생과일전문점,(지번) 도곡동 957-14,0.0,0건,리뷰 0
470,비어파크,"호프,요리주점",(지번) 양재동 13-20,0.0,0건,리뷰 0
471,신가네왕족발 양재역,"족발,보쌈",(지번) 도곡동 951-2,1.0,1건,리뷰 0
472,레스카페앤앤,카페,(지번) 양재동 11-2,0.0,0건,리뷰 0
473,타이쇼베이스먼트,일식집,,0.0,0건,리뷰 0
474,장수정육점식당,"육류,고기",(지번) 도곡동 952-11,0.0,0건,리뷰 0
475,왕마마족발,"족발,보쌈",(지번) 양재동 12-10,4.0,1건,리뷰 0
476,국민식당,한식,,0.0,0건,리뷰 0
477,예랑마을구이촌,갈비,(지번) 도곡동 954-17,0.0,0건,리뷰 0
478,아이리시포테이토 양재역점,패스트푸드,(지번) 양재동 12-1,0.0,0건,리뷰 0
479,자작나무,양식,(지번) 양재동 13-9,0.0,0건,리뷰 0
480,팥쥐네,국수,(지번) 도곡동 919-11,0.0,0건,리뷰 0
481,코나카페 양재점,카페,(지번) 양재동 12-7,0.0,0건,리뷰 0
482,양재족발찌개,"찌개,전골",(지번) 양재동 1,0.0,0건,리뷰 0
483,메르헨,패스트푸드,(지번) 도곡동 952-1,0.0,0건,리뷰 0
484,전주집,한식,(지번) 양재동 1-7,0.0,0건,리뷰 0
485,아나스킨카페,카페,(지번) 양재동 11-5,0.0,0건,리뷰 0
486,황소식당,한식,(지번) 양재동 11-83,0.0,0건,리뷰 0
487,노리,카페,(지번) 도곡동 959-11,5.0,1건,리뷰 1
488,그린식품,"제과,베이커리",,0.0,0건,리뷰 0
489,양재고등학교 식당,구내식당,(지번) 서초동 1376-4,0.0,0건,리뷰 0
490,비너스비어,"호프,요리주점",(지번) 양재동 23,0.0,0건,리뷰 0
491,커피엘린,커피전문점,(지번) 양재동 11-87,1.0,1건,리뷰 0
492,먹거리광장,한식,(지번) 양재동 12-10,0.0,0건,리뷰 0
493,CafeLAVIE,카페,(지번) 서초동 1360-12,0.0,0건,리뷰 0
494,통천옥매운불족발,"족발,보쌈",(지번) 양재동 1-7,0.0,0건,리뷰 0
495,사케,"호프,요리주점",(지번) 서초동 1363,0.0,0건,리뷰 0
496,칠리사이공,양식,(지번) 양재동 11-87,0.0,0건,리뷰 0
497,술생각,술집,(지번) 양재동 11-55,0.0,0건,리뷰 0
498,스토어하우스,양식,(지번) 도곡동 946-18,0.0,0건,리뷰 0
499,엘린(ELIN),카페,(지번) 양재동 11-87,1.0,1건,리뷰 0
500,건강이네,한식,(지번) 양재동 12-3,0.0,0건,리뷰 0
501,더짝,한식,(지번) 서초동 1357-44,0.0,0건,리뷰 0
502,해밀코리아,음식점,(지번) 도곡동 953-1,0.0,0건,리뷰 0
503,장날,"육류,고기",(지번) 서초동 1364-46,0.0,0건,리뷰 0
504,다께야우동,일식,(지번) 서초동 1366-3,0.0,0건,리뷰 0
505,돈미인,갈비,(지번) 양재동 11-149,0.0,0건,리뷰 0
506,서초숯불구이,한식,(지번) 서초동 1362-13,0.0,0건,리뷰 0
507,뽈깡,한식,(지번) 도곡동 957-11,0.0,0건,리뷰 0
508,노브랜드버거 양재점,햄버거,(지번) 도곡동 953-1,0.0,0건,리뷰 0
509,맛좋은식당,한식,(지번) 양재동 1-7,0.0,0건,리뷰 0
