name,category,address,score,eval_cnt,review_cnt,lat,lng,distance,ZMS
가마로강정 양재역점,닭강정,양재동 11-87,2.6,5,4,37.48368370000001,127.0378908,1551.9654506873874,17.3
병천순대왕족발,순대,서초동 1588-13,3.0,4,4,37.4852328,127.0138723,615.4631290250552,17.2
몽블리 강남역11번출구점,고기뷔페,역삼동 818-4,1.4,14,79,37.499829,127.0284551,1633.9938435650042,17.01
에슬로우 서초1호점,카페,서초동 1588-2,2.6,5,2,37.48615220000001,127.01412140000002,578.4652851169386,17.0
군선생 예술의전당점,"육류,고기",서초동 1459-2,2.7,5,0,37.4838621,127.01190929999999,826.1206415538103,16.98
삼대나주곰탕 강남점,곰탕,서초동 1330-20,2.8,4,18,37.4942496,127.0282277,1090.133514019586,16.9
파스쿠찌 서초점,커피전문점,서초동 1623-8,3.0,4,2,37.4866561,127.01588670000001,421.79305104717287,16.9
빛고을으뜸추어탕,추어,서초동 1697-15,1.7,10,10,37.495819299999994,127.0148561,1156.1904014899585,16.71
애향,한식,서초동 1676-4,2.2,6,8,37.4942365,127.01802520000001,891.399967883133,16.7
한촌설렁탕 서초구청점,설렁탕,서초동 1359-13,2.2,6,8,37.4857359,127.0310043,916.3745932869264,16.7
북창동순두부 서초점,두부전문점,서초동 1443-11,2.4,5,14,37.4857219,127.0202398,94.03049970743989,16.69
신촌설렁탕함흥냉면 교대역점,설렁탕,서초동 1571-12,2.8,4,12,37.492295,127.01200520000002,999.5044425032318,16.68
마당,한식,역삼동 832-12,3.0,4,1,37.4921585,127.0312187,1124.0710500170876,16.66
스타벅스 교대점,커피전문점,서초동 1657-5,2.2,6,7,37.492351299999996,127.01421640000001,864.365218716751,16.63
수라,한식,서초동 1689-2,2.8,4,11,37.49523789999999,127.0180743,998.3113146311059,16.63
스테프핫도그 양재역점,패스트푸드,서초동 1366-9,2.2,6,7,37.48476050000001,127.033371,1137.8002378171393,16.63
바나프레소 남부터미널점,카페,서초동 1603-15,2.8,4,10,37.4852812,127.0168625,361.5995510296234,16.58
더큐이스케이프 강남점,테마카페,역삼동 818-5,2.0,6,46,37.4998638,127.02862659999998,1643.9145300753933,16.27
스시벤 강남점,도시락,서초동 1316-35,2.2,6,3,37.497572,127.0255146,1303.6488251766855,16.22
속초항뱃머리,"해물,생선",서초동 1572-9,2.3,5,17,37.4926713,127.01229540000001,1008.0870340884744,16.16
배스킨라빈스 강남역사점,아이스크림,역삼동 858,2.4,5,5,37.49701719999999,127.02816809999999,1344.0990057845233,16.15
써브웨이 서초법원점,샌드위치,서초동 1717-4,1.3,19,6,37.4931985,127.01036380000001,1175.0881060397214,16.1
오늘도술술 양재점,"호프,요리주점",양재1동 8-9,2.2,6,2,37.4838437,127.0385095,1602.0981787339663,16.05
전주 콩뿌리콩나물국밥,국밥,서초동 1589-13,2.3,5,13,37.4856583,127.01345970000001,642.3937117894643,16.02
홍콩반점0410 예술의전당점,중화요리,서초동 1585-7,1.9,7,13,37.484379600000004,127.0116131,832.5296505904289,16.0
뚝심한우 강남점,"육류,고기",서초동 1327-1,2.5,4,51,37.49579129999999,127.0273449,1189.703348810061,15.87
타파스클럽 강남점,양식,역삼동 826-14,2.5,4,51,37.4950229,127.02978390000001,1243.4373114928653,15.87
김치실록 서초본점,한식,서초동 1364-12,2.8,4,2,37.484738799999995,127.0301725,861.5615750362323,15.81
모랑해물솥밥 역삼점,한식,역삼동 827-24,2.5,4,46,37.4954919,127.03158959999999,1389.0661645058344,15.81
이자카야심 강남본점,일본식주점,서초동 1317-11,1.5,9,128,37.4985508,127.0261996,1426.4544717305496,15.74
포메인 강남센터점,동남아음식,역삼동 819-10,1.9,7,8,37.4989197,127.0282124,1533.4355911884063,15.74
마더쥬스 양재역점,생과일전문점,양재동 23,2.8,4,1,37.483532200000006,127.0342247,1241.2242343651994,15.58
아후닭발,닭요리,양재동 8-71,2.2,5,17,37.4835214,127.03820719999999,1582.9959047275765,15.54
전사랑 서초본점,"호프,요리주점",서초동 1359-9,2.5,4,23,37.48603620000001,127.0311417,925.9942098048399,15.41
하남돼지집 양재역점,삼겹살,도곡동 952-12,2.2,5,13,37.48582929999999,127.03426409999999,1202.371718167389,15.39
자니로켓 강남역삼성타운점,햄버거,서초동 1320-10,2.2,5,10,37.4966085,127.0269023,1251.7719241952968,15.25
새마을식당 남부터미널점,"육류,고기",서초동 1588-6,1.4,12,12,37.485620000000004,127.014159,582.1157192260887,15.1
파리바게뜨 교대역KT점,"제과,베이커리",서초동 1695-20,2.4,5,0,37.4946612,127.01428440000001,1068.0100192928107,15.09
소공동뚝배기집 역삼3호점,"찌개,전골",역삼동 837-31,2.2,5,3,37.4914225,127.03210800000001,1148.7059297864814,14.65
토담,한정식,서초동 1690-3,2.7,4,0,37.494995,127.0172553,991.507193713226,14.63
리밍 교대역점,중화요리,서초동 1576-1,2.3,4,34,37.4911944,127.01358020000002,814.3899038508517,14.55
맘스터치 서초교대점,패스트푸드,서초동 1671-5,2.5,4,4,37.49343,127.0154303,898.4893620253888,14.49
양재동태찜,"해물,생선",양재동 11-49,2.5,4,4,37.48406610000001,127.0366104,1432.857200683407,14.49
콩심은데콩나고 본점,한식,양재동 11-44,2.3,5,0,37.4841528,127.03696550000001,1461.8868618029453,14.47
깐부치킨 양재역점,치킨,서초동 1366-7,1.6,8,11,37.4850967,127.0332774,1123.8699989819195,14.46
KFC 서초우성점,패스트푸드,서초동 1330-8,1.3,13,9,37.4926746,127.02833970000002,964.5999883570153,14.38
김명자굴국밥보쌈,국밥,서초동 1327-10,2.3,4,25,37.49507979999999,127.027932,1149.740263817408,14.37
깐부치킨 역삼초교점,치킨,역삼동 832-33,2.5,4,3,37.4923487,127.0319943,1192.790686651486,14.36
아비꼬 교대역점,퓨전요리,서초동 1671-5,2.5,4,3,37.49343,127.0154303,898.4893620253888,14.36
본도시락 교대역점,도시락,서초동 1670-3,2.5,4,3,37.493401399999996,127.01610690000001,866.5069605600438,14.36
콩뿌리콩나물국밥헐리우드,국밥,서초동 1317-11,2.3,4,22,37.4985508,127.0261996,1426.4544717305496,14.3
노가리슈퍼 교대점,"호프,요리주점",서초동 1657-6,1.8,6,14,37.4922662,127.01449679999999,841.0521248681176,14.19
야미안 교대점,"돈까스,우동",서초동 1572-15,2.5,4,2,37.4924097,127.01138970000001,1049.53658193151,14.19
금송아지,"육류,고기",서초동 1688-3,2.0,5,13,37.495762,127.01965630000001,1033.933205932084,14.13
설빙 남부터미널점,디저트카페,서초동 1458-3,1.7,7,5,37.4841425,127.01310990000002,716.0642249827276,13.98
강구항을지로골뱅이,"호프,요리주점",서초동 1603-67,2.5,4,1,37.485445399999996,127.017325,316.9281422429374,13.95
한라담 강남역점,"육류,고기",서초동 1331-2,1.5,8,18,37.49294550000001,127.02720079999999,920.1714082036142,13.92
달링스테이크 양재점,"스테이크,립",서초동 1359-46,1.5,8,17,37.4866144,127.03089340000001,902.7503315063176,13.89
죠스떡볶이 남부터미널점,떡볶이,서초동 1599-2,1.8,6,7,37.486789,127.0145337,541.7722508649883,13.83
김가네 강남2호점,분식,서초동 1327-10,1.2,13,18,37.49507979999999,127.027932,1149.740263817408,13.76
뚜레쥬르 뱅뱅사거리점,"제과,베이커리",도곡동 943-2,1.8,6,6,37.4896145,127.03282560000001,1127.6857509397134,13.75
장독대김치찌개&김치스팸부대찌개,"찌개,전골",역삼동 823-4,2.3,4,8,37.4981707,127.03159109999999,1616.8604469222464,13.75
하코야 강남역점,일본식라면,서초동 1330-20,1.8,5,55,37.4942496,127.0282277,1090.133514019586,13.69
조박사돈까스,양식,역삼동 832-33,2.3,4,6,37.4923487,127.0319943,1192.790686651486,13.6
투썸플레이스 예술의전당점,커피전문점,서초동 1459-13,1.8,6,4,37.4837086,127.01197240000002,827.1661036333211,13.55
매머드커피 강남대로점,커피전문점,도곡동 949-2,2.5,4,0,37.48774,127.03289050000001,1087.6626919812572,13.54
고양이부엌 국기원점,떡볶이,역삼동 635-17,2.5,4,0,37.5000948,127.0290024,1681.4133334342755,13.54
스터디블룸 모임전문공간,테마카페,역삼동 817-21,1.4,10,4,37.50009779999999,127.028377,1658.3164599502136,13.54
육대장 강남역1호점,국밥,역삼동 832-6,2.0,5,4,37.4920203,127.03094909999999,1095.7591511121618,13.52
꾼노리 강남역점,"호프,요리주점",서초동 1307-29,1.4,10,3,37.5002945,127.0254543,1591.2751922054242,13.41
금화왕돈까스 남부터미널점,"돈까스,우동",서초동 1445-4,1.6,7,4,37.48462429999999,127.01697620000002,386.3017820771978,13.11
포첸하우스,베트남음식,도곡동 920-2,2.3,4,2,37.4856614,127.0375499,1492.8902916629916,13.11
유씨네전사랑,한식,역삼동 831-36,1.2,10,44,37.49445410000001,127.0310669,1274.8452011630222,13.04
ttt커피 비씨카드점,카페,서초동 1587,2.0,4,41,37.4849435,127.01419270000001,596.4933620978303,13.03
김밥천국 우성점,분식,서초동 1337-14,1.8,6,1,37.49219470000001,127.0290425,973.5739405411994,13.01
힘쎈대머리 고창풍천장어 서초교대점,장어,서초동 1572-1,2.0,4,38,37.4925989,127.01138940000001,1062.8594171674088,12.99
이자카야쓰나미,일본식주점,역삼동 818-14,2.0,4,37,37.4994466,127.02808459999999,1581.7113645285608,12.97
벨라빈스커피 남부터미널점,커피전문점,서초동 1601-1,2.3,4,1,37.4860875,127.0144728,548.0850641955632,12.87
교토가츠규 강남358타워점,"돈까스,우동",역삼동 826-14,2.0,4,19,37.4950229,127.02978390000001,1243.4373114928653,12.6
육대장 예술의전당점,국밥,서초동 1451-95,2.0,4,16,37.4810928,127.0134801,873.4588974310898,12.5
홍콩반점0410 서초역점,중화요리,서초동 1550-6,1.5,7,5,37.4904316,127.0095363,1074.7472190513076,12.46
이디야커피 역삼초교점,커피전문점,역삼동 837-14,1.7,6,1,37.49169379999999,127.0320185,1156.539753243009,12.31
김밥천국,분식,서초동 1316-15,1.7,6,1,37.498193900000004,127.02433140000001,1340.1930997087245,12.31
혼부리,"돈까스,우동",서초동 1637-1,2.0,4,10,37.4943405,127.01981059999999,875.2843027177918,12.24
이자카야신조,일본식주점,역삼동 824-25,1.8,4,65,37.497514,127.0310602,1530.3251165237484,12.21
BBQ 교대역점,치킨,서초동 1695-26,1.8,5,3,37.494800700000006,127.0146919,1062.9542270671757,12.14
죽단지,죽,역삼1동 826-37,2.0,4,7,37.495332299999994,127.03037250000001,1303.3870354971775,12.06
한솥도시락 국제전자센터옆점,도시락,서초동 1443-1,2.0,4,6,37.4851511,127.01856140000001,238.36040178357442,11.98
P268,카페,서초동 1624-14,1.8,4,36,37.4880171,127.01495859999999,530.8997828998591,11.87
차얌 강남역점,카페,역삼동 858,1.8,4,31,37.49701719999999,127.02816809999999,1344.0990057845233,11.79
라떼킹 양재점,커피전문점,도곡동 954-11,2.0,4,3,37.485372,127.03476299999998,1250.3782739144929,11.65
김밥천국 남부터미널점,분식,서초동 1601-1,1.8,5,0,37.4860875,127.0144728,548.0850641955632,11.32
노크,술집,서초동 1307-27,1.0,10,50,37.499925899999994,127.02566940000001,1557.0762362156515,11.31
하루엔소쿠 강남역점,일식집,역삼동 635-17,1.6,5,6,37.5000948,127.0290024,1681.4133334342755,11.21
래빈,닭요리,서초동 1603-12,1.8,4,6,37.485556700000004,127.01651059999999,381.0383647891146,10.89
디초콜릿커피앤드 강남국기원점,커피전문점,역삼동 819-5,1.8,4,6,37.499233600000004,127.0292477,1605.9511306025595,10.89
아사칸 강남2호점,"호프,요리주점",역삼동 831-24,1.5,5,10,37.494809499999995,127.0303544,1259.070137978689,10.84
코바코 교대점,"돈까스,우동",서초동 1669-1,1.8,4,5,37.49318579999999,127.01617759999998,842.3941910087358,10.8
맘스터치 양재역점,패스트푸드,도곡동 956,1.2,9,1,37.4853791,127.0364025,1394.314706778733,10.71
우밀면옥 교대점,냉면,서초동 1713-4,1.4,5,20,37.494149799999995,127.0123834,1121.4086730541699,10.59
펀타임 강남점,보드카페,역삼동 820-2,1.5,4,63,37.49939129999999,127.027599,1558.805119243836,10.57
스위트룸 강남점,카페,역삼동 816-4,1.5,4,52,37.4997792,127.02744129999999,1593.2902011923502,10.46
하남돼지집 강남역CGV점,삼겹살,역삼동 818-5,1.0,8,49,37.4998638,127.02862659999998,1643.9145300753933,10.43
신전떡볶이 강남역점,떡볶이,역삼동 818-8,1.1,7,32,37.499686200000006,127.02895339999999,1638.7469024247407,10.42
파스쿠찌 뱅뱅사거리점,커피전문점,서초동 1340-11,1.8,4,1,37.4888469,127.0309709,946.2429377735922,10.16
아사카,일본식주점,서초동 1328-11,1.5,4,10,37.49475899999999,127.0285943,1154.75644822209,9.54
명인만두 남부터미널점,분식,서초동 1601-1,1.7,4,0,37.4860875,127.0144728,548.0850641955632,9.21
LBC카페,카페,역삼동 827-32,1.3,4,26,37.4964505,127.031144,1442.1514804977835,8.98
서울복국,복어,서초동 1327-2,1.5,4,3,37.4957685,127.0275363,1195.9750984541565,8.94
와라와라 강남역4번출구점,"호프,요리주점",역삼동 831-35,1.5,4,2,37.4945678,127.030975,1277.8650641141353,8.77
포마토 강남2호점,분식,서초동 1317-11,1.2,5,6,37.4985508,127.0261996,1426.4544717305496,8.69
이디야커피 양재중앙점,커피전문점,양재동 23,1.3,4,1,37.483532200000006,127.0342247,1241.2242343651994,7.45
푸드2900 교대역점,분식,서초동 1695-19,1.0,5,2,37.494752899999995,127.0144754,1067.9779239560137,6.94
명인만두 뱅뱅사거리점,분식,서초동 1337-22,1.0,5,2,37.4914697,127.02996110000001,989.2566071312248,6.94
명랑핫도그 서초우성점,패스트푸드,서초동 1337-14,1.0,5,2,37.49219470000001,127.0290425,973.5739405411994,6.94
로봇김밥 신분당선양재역점,분식,양재동,1.0,4,8,37.4731977,127.03817020000001,2138.6413369731868,6.71
배수경양재정육식당 17호점,"육류,고기",양재동 13-13,1.0,5,0,37.4829959,127.03641950000001,1443.7829641979056,6.29
파스쿠찌 교대메가스터디점,커피전문점,서초동 1671-2,1.0,4,3,37.49328010000001,127.014626,923.2684578982021,6.23
셰프의국수N육개장 역삼테헤란점,국수,역삼동 823,1.0,4,2,37.498746399999995,127.03169,1673.7401180992613,6.06
