name,category,address,score,eval_cnt,review_cnt
한량석쇠집,"육류,고기",서초동 1570-14,0.0,0,0
커피블리스,와인바,서초동 1554-13,0.0,0,0
다몽가정식전문,한식,서초동 1706-9,1.0,2,0
기발한치킨 교대역점,치킨,서초동 1555-12,0.0,0,1
더2015바,술집,서초동 1554-11,0.0,0,0
로얄바,술집,서초동 1571-29,5.0,1,0
르빗 교대역점,카페,서초동 1574-13,0.0,0,0
오양참치,참치회,서초동 1573-1,1.0,1,0
초록나무,카페,서초3동 1571-16,0.0,0,0
마노핀 서초역점,디저트카페,서초동 1748-5,4.0,2,1
워너커피 교대점,커피전문점,서초동 1712-7,0.0,0,1
금강민물메기매운탕,"매운탕,해물탕",서초3동 1713-1,0.0,0,0
진주집,한식,서초동 1712-2,0.0,0,0
김밥사랑,분식,서초동 1542-1,2.0,1,0
정(井),분식,서초동 1554-1,0.0,0,4
카페 후르티바,카페,서초동 1706-3,4.3,3,0
라포레올레 직영점,카페,서초동 1707-1,1.0,1,1
왕가보쌈앤족발,"족발,보쌈",서초동 1574-11,0.0,0,0
나주곰탕서초역본점,한식,서초동 1542-1,0.0,0,0
대사만찬,한정식,서초동 1555-9,5.0,1,0
비손,한식,서초동 1570-10,4.0,2,2
그랑제리,"제과,베이커리",서초동 1720-7,0.0,0,2
함지박,"찌개,전골",서초동 1718-4,0.0,0,0
평양손만두,분식,서초동 1709-8,0.0,0,0
비에프에스글로벌,음식점,서초동 1717-1,0.0,0,0
커피온리 서초역점,커피전문점,서초동 1542-1,0.0,0,0
남궁야 교대점,오리,서초동 1572-12,0.0,0,0
맛있는충무김밥,분식,서초동 1542-1,0.0,0,0
착형커피 교대점,커피전문점,서초동 1573-3,0.0,0,0
일미한식분식,분식,서초동 1712-2,0.0,0,0
퓨얼리데카던트 교대역점,아이스크림,서초동 1573-1,0.0,0,0
드립하우스 서초교대점,커피전문점,서초동 1712-2,0.0,1,0
수제돈까스메이플,푸드코트,서초동 1573-11,0.0,0,2
카페사일로,"제과,베이커리",서초동 1708-4,0.0,0,0
라스베가스,술집,서초동 1571-18,0.0,0,0
산수림,한정식,서초3동 1571-12,0.0,0,0
교대돈부리,일식집,서초동 1573-10,5.0,1,1
아로마,카페,서초동 1571-1,5.0,1,0
잇츠커피로스터스,카페,서초동 1552-15,0.0,0,0
케이크케이크,"제과,베이커리",서초동 1542-1,0.0,0,0
소림마라 서초점,중식,서초동 1555-10,0.0,0,0
커피식스쥬스식스,커피전문점,서초동 1718-4,0.0,0,0
카페에스파니 교대점,커피전문점,서초동 1712-2,0.0,0,0
젠,칵테일바,서초동 1554-10,0.0,0,0
라스베가스 교대점,양식,서초동 1571-18,0.0,0,0
김봉남포장마차 교대2호점,실내포장마차,서초동 1571-27,0.0,0,4
토담골,한식,서초동 1712-2,0.0,0,0
연승양곱창,"곱창,막창",서울 서초구 서초동 24,0.0,0,0
부산집,술집,서초동 1571-29,4.0,1,0
오징어제육섞어,"해물,생선",서초동 1718-4,0.0,0,0
오소리감투 서초점,순대,서초동 1553-5,0.0,0,0
정성한그릇,국수,서초동 1542-1,0.0,0,1
명성바,칵테일바,서초동 1571-27,0.0,0,0
행복분식,분식,서초동 1573-1,0.0,0,0
카베,일본식주점,서초동 1718-6,3.0,1,0
남도여수 서초점,한식,서초동 1713-4,0.0,0,0
엘에이디치킨 교대점,치킨,서초동 1574-11,4.7,3,0
스시양,"초밥,롤",서초동 1715-5,0.0,0,0
존가네 서초점,야식,서초동 1712-3,0.0,0,0
티파니,분식,서초동 1715-10,5.0,1,0
왕가산삼농원,한식,서초동 1573-10,0.0,0,0
더그리다,한식,서초동 1718-4,0.0,0,2
교대어곽전,회,서초동 1571-1,0.0,0,0
프리덤(FREEDOM),카페,서초동 1709-11,0.0,0,0
옛날포차,실내포장마차,서초동 1574-15,0.0,0,0
백숙의향기병천순대,순대,서초동 1573-10,0.0,0,0
해송일식,일식집,서초동 1717-6,0.0,0,0
조이빈스,패스트푸드,서초동 1748-5,0.0,0,0
청담산업 서초지점,한정식,서초동 1717-1,0.0,0,0
요녀석 서초점,양식,서초동 1713-1,0.0,0,1
이닝 서초점,중화요리,서초동 1716-7,0.0,0,0
라멘앤스시,일식,서초동 1715-5,0.0,0,0
서초중앙식당,한식,서초동 1716-4,0.0,0,0
앨리스시,"초밥,롤",서초동 1553-15,0.0,0,1
흰물결까페,커피전문점,서초동 1720-8,0.0,0,0
자이로,와인바,서초동 1553-14,0.0,0,0
명성전통주점,술집,서초동 1555-18,0.0,0,0
해머커피로스터스 교대점,카페,서초동 1573-1,0.0,0,0
카페라온,카페,서초동 1716-3,0.0,0,1
노가리먹태,한식,서초동 1571,0.0,0,0
에이엠타운,카페,서초동 1720-8,0.0,0,0
커피베리,카페,서초동 1706-9,4.0,2,0
존가네,한식,서초동 1712-2,0.0,0,0
서리풀,한식,서초동 1714-17,0.0,0,0
다담,한식,서초동 1573-11,0.0,0,0
도시락카페라떼,한식,서초동 1716-4,0.0,0,0
다정이네,한식,서초동 1573-10,0.0,0,0
차이나,중화요리,서초동 1573-10,0.0,0,1
어바웃에스프레소,커피전문점,서초동 1542-1,0.0,0,0
칠보 전통찾집,전통찻집,서초동 1714-17,0.0,0,0
주식회사스토리뱅크,"제과,베이커리",서초동 1748-5,3.0,2,0
교대소바,한식,서초동 1571-27,0.0,0,0
다래,한식,서초동 1714-13,0.0,0,0
라이브마스카라,라이브카페,서초동 1715-1,0.0,0,0
스시바이양,"초밥,롤",서초동 1715-5,0.0,0,0
카페오늘,카페,서초동 1573-10,0.0,0,0
부산항세꼬시,회,서초동 1713-1,0.0,0,0
자이로바,술집,서초동 1555-12,0.0,0,0
소담,한식,서초동 1717-2,0.0,0,0
텀스업,칵테일바,서초동 1572-6,0.0,0,0
호랑이장가가는날,카페,서초동 1554-13,0.0,0,0
유노,와인바,서초동 1552-19,0.0,0,0
하나네밥상,한식,서초동 1573-10,0.0,0,1
와타시노츠마,일식,서초동 1573-10,0.0,0,1
본가해향,"해물,생선",서초동 1571-18,0.0,0,0
정남,"호프,요리주점",서초동 1715-2,0.0,0,0
OhBAR,술집,서초동 1571-29,0.0,0,0
찜하우스,한식,서초동 1574-11,0.0,0,1
스낵프라자,분식,서초동 1573-1,0.0,0,0
초이스,한식,서초동 1573-10,0.0,0,0
커피플리스,커피전문점,서초동 1542-1,0.0,0,0
맛골,한식,서초동 1573-10,0.0,0,0
기로소,한식,서초동 1704-1,0.0,0,0
고삼직화구이,음식점,서초동 1573-10,0.0,0,0
아지트커피숍,카페,서초3동 1573-1,0.0,0,0
잰위드더블유카페,음식점,서초동 1554-2,0.0,0,0
이모네,한식,서초동 1554-5,0.0,0,0
취성루,중화요리,서초동 1704-1,2.5,2,0
더트리빈,카페,서초동 1573-10,0.0,0,0
TakeAwayLab,양식,서초동 1712-2,0.0,0,0
세영이지,음식점,서초동 1715-9,0.0,0,0
디케,양식,서울 서초구 서초동 1555-15,0.0,0,0
3대삼계장인,삼계탕,서초동 1557-17,4.1,38,723
교대곱창,"곱창,막창",서초동 1578-3,3.0,159,161
설눈,냉면,서초동 1551-9,4.0,20,117
탐라도야지,"육류,고기",서초3동 1566-8,4.0,70,220
공미학,커피전문점,서초동 1564-1,3.5,12,151
진대감 교대점,"육류,고기",서초동 1567-5,2.9,18,86
몬틸나잇,커피전문점,서초동 1665-28,4.1,14,132
서초면옥 서초본점,냉면,서초동 1557-7,3.7,33,46
거북곱창,"곱창,막창",서초동 1565-8,3.3,131,64
레어마카롱 교대점,디저트카페,서초동 1561-8,4.2,9,63
스시카이,"초밥,롤",서초동 1557-3,2.0,1,55
라브리카페,카페,서초동 1559-9,4.4,19,79
스시도우,"초밥,롤",서초동 1544-10,4.5,4,27
명랑회관 교대점,"육류,고기",서초동 1569-16,3.5,18,135
육통령,"육류,고기",서초동 1564-13,2.4,10,62
교대갈매기,"육류,고기",서초동 1569-15,4.5,13,48
일점사,"육류,고기",서초동 1568-2,3.5,15,18
캔프치킨,치킨,서초동 1578-1,4.2,16,20
라무진 교대점,"육류,고기",서초동 1569-4,2.1,16,21
화포식당 교대점,"육류,고기",서초동 1577-1,3.4,17,89
스시사랑,"초밥,롤",서초동 1549-2,3.9,15,33
세광양대창 교대별관,"곱창,막창",서초동 1567-8,4.9,32,29
송쉐프 르쁘띠,중화요리,서초동 1577-6,4.3,4,18
군자대한곱창 교대점,"곱창,막창",서초동 1566-6,5.0,5,40
계식당 교대직영점,닭요리,서초동 1576-3,4.0,1,62
항방양육관 교대2호점,양꼬치,서초동 1577-5,3.6,23,35
만리성,중화요리,서초동 1544-10,4.1,12,17
니가사니,카페,서초동 1557-8,5.0,1,3
형제들감자탕 교대점,감자탕,서초동 1576-26,3.4,5,26
리밍 교대역점,중화요리,서초동 1576-1,2.3,4,34
원조두부촌,두부전문점,서초동 1577-3,3.1,11,12
3대불로집,"사철탕,영양탕",서초동 1570-4,3.2,19,19
바베큐큐브,"육류,고기",서초동 1577-6,3.7,6,67
스타마라탕,중화요리,서초동 1576-9,4.6,11,29
스모크벙커,양식,서초동 1557-6,0.0,0,33
항방양육관 교대3호점,양꼬치,서초동 1570-1,3.6,7,22
도톤보리 교대점,일본식주점,서초동 1576-10,3.0,9,34
비스트로어,"초밥,롤",서초동 1569-7,3.1,11,31
회뜨는사나이 교대점,회,서초동 1577-1,3.0,5,119
하남돼지집 교대점,삼겹살,서초동 1567-8,3.8,20,28
마라공방 교대점,중화요리,서초동 1557-16,5.0,4,61
항방양육관 교대본점,양꼬치,서초동 1565-23,3.6,5,9
풍미감자탕,감자탕,서초동 1557-20,4.0,3,4
교대밀밭,국수,서초동 1570-3,3.0,4,38
윙크키친앤텝하우스,양식,서초동 1576-6,2.9,10,21
한여사간장게장,"게,대게",서초동 1567-13,3.4,8,14
명불허전 원조골뱅이 교대본점,실내포장마차,서초동 1577-2,4.7,11,31
서호정,"육류,고기",서초동 1558-8,3.0,2,2
금씨네 서초직영점,"돈까스,우동",서초동 1556-6,4.1,10,35
큰집포항물회,회,서초3동 1557-22,0.0,0,7
칠프로칠백식당 교대점,"육류,고기",서초동 1569-8,0.0,0,54
느린마을양조장 교대점,"호프,요리주점",서초동 1557-17,4.2,6,12
남도진미,한식,서초동 1556-1,4.0,2,5
삼식이 감자탕뼈해장국 교대점,감자탕,서초동 1562-1,3.0,2,10
가진항,회,서초3동 1577-5,3.0,13,9
삼척포구,한식,서초동 1557-13,4.0,2,6
신촌서서갈비,갈비,서초동 1569-10,4.5,2,9
치킨24 교대본점,치킨,서초동 1567-7,5.0,1,5
숙달돼지 서초교대점,"육류,고기",서초동 1557-7,1.0,2,4
회나루,회,서초동 1570-9,4.7,3,7
풍년서서갈비,갈비,서초동 1565-6,3.0,9,12
e모네춘천닭갈비,닭요리,서초동 1569-14,4.1,11,9
손문대구막창갈매기살 서초점,"곱창,막창",서초동 1569-13,4.8,6,8
수작,술집,서초동 1557-15,3.3,9,11
이고집쭈꾸미 교대직영점,"해물,생선",서초동 1578-6,3.0,3,19
우리바다생태찌개,"찌개,전골",서초동 1564-12,3.8,15,2
신강 양꼬치구이전문점 서초점,"육류,고기",서초동 1550-17,4.4,8,12
주호,일본식주점,서초3동 1569-9,3.1,14,7
소개야 교대직영점,"육류,고기",서초동 1565-23,4.8,4,23
미스터피자 교대점,피자,서초동 1576-4,5.0,1,4
아는형님 교대본점,삼겹살,서초동 1569-15,3.5,11,14
엉클부대찌개,"찌개,전골",서초동 1656-4,4.0,9,16
에슬로우시그니처,카페,서초동 1551-4,5.0,1,4
제주성산포바당,한식,서초동 1569-13,5.0,1,1
서초갈매기,"육류,고기",서초동 1567-9,0.0,0,10
엘브로커피,카페,서초동 1567-10,5.0,7,8
한솥도시락 교대후문앞점,도시락,서초동 1577-7,3.5,9,6
언더더베리,카페,서초동 1550-15,0.0,0,5
더치앤빈 교대점,커피전문점,서초동 1576-1,4.8,4,7
커피나무 교대점,카페,서초동 1576-7,5.0,2,7
별난갈비 서초본점,갈비,서초동 1551-5,0.0,0,0
이디야커피 서울교대점,커피전문점,서초동 1577-11,3.5,2,2
배스킨라빈스 교대점,아이스크림,서초동 1576-9,3.0,2,4
양은주전자,"호프,요리주점",서초동 1569-16,0.0,0,11
서초동연가 교대점,"육류,고기",서초동 1566-5,3.8,7,9
교대명가,"곱창,막창",서초동 1578-2,3.0,3,8
동경규동 서초점,일식,서초동 1556-9,3.5,8,17
호아빈오리진 교대점,동남아음식,서초동 1576-7,4.2,5,14
한연양꼬치 5호점,양꼬치,서초동 1569-14,0.0,0,7
신남원추어탕,추어,서초3동 1551-8,3.3,3,7
장독대김치찜김치찌개 서초점,"찌개,전골",서초동 1551-8,3.5,2,3
김영희강남동태찜 교대점,"해물,생선",서초동 1570-1,3.3,4,10
진성집 된장박이생삼겹살 서초점,삼겹살,서초3동 1548-1,3.0,2,3
몬쿠 교대점,"호프,요리주점",서초동 1577-7,4.0,1,5
김치도가 서울서초점,"찌개,전골",서초동 1549-12,0.0,0,4
메가커피 교대역점,커피전문점,서초동 1575-9,2.0,2,2
한솥도시락 서초역점,도시락,서초동 1556-9,4.0,4,4
영덕물회,회,서초3동 1569-1,3.5,2,1
공간21,카페,서초동 1550-12,5.0,7,8
그린위치,샌드위치,서초동 1565-18,5.0,7,4
반올림피자샵 서초점,피자,서초동 1565-19,0.0,0,4
저스트블랙,"호프,요리주점",서초동 1565-3,4.0,7,11
동경야시장 서울교대점,일본식주점,서초동 1576-1,3.8,4,6
방자생삼겹살,삼겹살,서초동 1557-21,3.0,2,7
굽네치킨 서초3동점,치킨,서초동 1569-5,3.7,6,0
그루터기,"호프,요리주점",서초동 1557-2,0.0,0,1
지중해포차,실내포장마차,서초동 1567-6,3.0,1,2
이가돼지국밥,국밥,서초동 1548-1,3.7,6,1
김밥천국 서초점,분식,서초동 1551-8,1.0,1,0
다찜서초점,한정식,서초동 1557-23,0.0,0,8
아지토,일본식주점,서초동 1565-26,5.0,6,1
유연카레 서초점,일식,서초동 1547-5,3.4,8,5
남오토코 교대점,일본식주점,서초동 1568-6,0.0,0,6
군산댁,한식,서초동 1548-5,4.5,2,2
기꾸스시,일식집,서초동 1550-10,3.0,3,2
우주최강도시락 교대점,도시락,서초동 1656-4,1.0,1,2
설봉순대국,순대,서초3동 1548-4,4.0,3,3
밸런스포인트,커피전문점,서초동 1576-15,5.0,2,5
슈퍼커피 교대점,커피전문점,서초동 1556-6,0.0,0,1
치킨뱅이 교대점,"호프,요리주점",서초동 1557-22,0.0,0,2
하품카페 교대점,카페,서초동 1549-4,0.0,0,2
한우플러스,"육류,고기",서초동 1576-9,0.0,0,1
아이펍,"호프,요리주점",서초동 1570-1,2.5,2,1
쿠벤도시락 서초점,도시락,서초동 1548-4,3.0,2,5
월매네주막 서초점,"호프,요리주점",서초동 1567-8,1.0,1,2
요거프레소 서초3호점,디저트카페,서초동 1548-1,0.0,0,0
에그셀런트 교대역점,샌드위치,서초동 1656-4,5.0,1,4
카페메르시 서초점,카페,서초동 1550-11,0.0,0,2
언더더스타즈,칵테일바,서초동 1576-4,0.0,0,10
소리골,술집,서초동 1557-7,4.3,5,2
김밥까페 서초점,분식,서초동 1557-21,3.3,3,0
베비토레,와인바,서초동 1562-2,5.0,5,5
코트룸,칵테일바,서초동 1557-17,5.0,1,1
오징어세상 교대점,"해물,생선",서초동 1570-1,0.0,0,2
카페수,카페,서초동 1560-2,3.7,4,1
지마노,커피전문점,서초동 1557-1,0.0,0,4
럼보트,"호프,요리주점",서초동 1550-11,0.0,0,2
청년다방,떡볶이,서초동 1576-6,0.0,0,0
중국관,중화요리,서초동 1557-23,4.3,3,0
로젠호프 서초점,"호프,요리주점",서초동 1551-8,0.0,0,2
산쪼메라멘,일본식라면,서초동 1656-4,0.0,0,0
더뚝배기,한식,서초동 1556-6,4.5,2,1
장독대김치찌개 교대역점,"찌개,전골",서초동 1578-6,0.0,0,0
케이엠스톤스파트너스,음식점,서초동 1566-3,0.0,0,0
복고포차맛나슈퍼 서울교대점,실내포장마차,서초동 1577-5,0.0,0,1
리탈리,이탈리안,서초동 1565-19,0.0,0,9
진동횟집,회,서초동 1567-5,0.0,0,0
교대족발,"족발,보쌈",서초동 1567-9,5.0,1,1
림스치킨 교대점,치킨,서초동 1656-4,5.0,1,0
집밥,한식,서초동 1561-3,0.0,0,1
강남황태찜,"해물,생선",서초동 1569-7,0.0,0,2
토프레소 서초역점,커피전문점,서초동 1550-7,4.0,3,0
진수성찬,한정식,서초3동 1569-5,0.0,0,0
삼첩분식,분식,서초동 1577-2,0.0,0,0
시크릿바,술집,서초동 1566-6,0.0,0,0
다온참숯갈비 함흥냉면전문점,"육류,고기",서초동 1557-7,5.0,2,1
루미에르,커피전문점,서초동 1548-5,5.0,2,4
돈천지,"육류,고기",서초동 1548-4,5.0,1,2
칠갑청국장,한식,서초동 1570-3,5.0,1,1
바메디컬팀,칵테일바,서초동 1576-10,0.0,0,0
라돌체비타바,술집,서초동 1576-8,0.0,0,2
정겨운오뎅집,오뎅바,서초동 1577-2,1.0,2,0
막창인생,"곱창,막창",서초동 1576-6,0.0,0,0
뮤직샤워,칵테일바,서초동 1565-8,5.0,1,0
달과 6펜스,칵테일바,서초동 1569-5,0.0,0,1
화담,"육류,고기",서초동 1569-13,0.0,0,1
교대양꼬치,양꼬치,서초동 1569-5,4.0,1,0
비어뱅크,"호프,요리주점",서초동 1578-1,3.7,3,0
커피애비뉴펍,카페,서초동 1569-6,0.0,0,0
S바,술집,서초동 1568-6,0.0,0,0
해누리참치,참치회,서초동 1577-1,0.0,0,0
오징어세상 서초점,회,서초동 1570-1,3.8,12,2
와플마스터 교대점,패스트푸드,서초동 1577-12,0.0,0,0
하늘감동족발보쌈,"족발,보쌈",서초동 1577-1,0.0,0,0
아사칸 교대점,"호프,요리주점",서초동 1567-8,2.0,1,1
썬라이브바,라이브카페,서초동 1569-13,0.0,0,0
피아노,양식,서초동 1577-3,0.0,0,0
맥주창고 서초점,"호프,요리주점",서초동 1566-8,3.0,1,0
황정원꼼장어닭발 서초본점,장어,서초동 1577-7,0.0,0,0
정원레스토랑,양식,서초3동 1566-8,0.0,0,0
블랙커피,카페,서초동 1561-3,5.0,4,0
삼정목 교대점,일본식라면,서초동 1656-4,0.0,0,0
자매곱창,"곱창,막창",서초3동 1578-1,0.0,0,0
맥크번,술집,서초동 1575-9,5.0,1,2
레몬 도시락,도시락,서초동 1569-4,0.0,0,0
노래하는라이브 7080,술집,서초동 1569-13,0.0,0,0
바레드핫,칵테일바,서초3동 1558-8,0.0,0,0
연,술집,서초동 1567-9,0.0,0,0
장어와 어부,장어,서초동 1568-6,0.0,0,0
삼척포구 서초본점,"해물,생선",서초동 1557-13,0.0,0,1
애크메아샤브샤브,샤브샤브,서초3동 1568-6,0.0,0,0
카페서리풀,카페,서초동 1556-9,0.0,0,2
퓨어바,술집,서초동 1566-5,0.0,0,0
제너러스커피 서초점,커피전문점,서초동 1544-12,0.0,0,0
마루돈까스,"돈까스,우동",서초동 1557-15,0.0,0,0
에스에스,와인바,서초동 1568-6,0.0,0,0
떠나지마,술집,서초동 1547-5,0.0,0,0
커피쿠,커피전문점,서초동 1577-10,0.0,1,0
테라스,카페,서초동 1565-19,0.0,0,0
동해안,한식,서초3동 1569-5,0.0,0,0
카페엘엘 서초점,카페,서초동 1550-8,0.0,0,0
훈족,"족발,보쌈",서초동 1565-19,0.0,0,0
그리다꿈 서초점,카페,서초동 1556-9,3.0,1,0
뽈깡,"초밥,롤",서초동 1656-4,0.0,0,1
소딜리셔스 서울교대점,커피전문점,서초동 1577-10,0.0,0,0
서초이가네,한식,서초동 1548-1,0.0,0,0
큰집식당,한식,서울 서초구 서초동 1577-22,0.0,0,0
황태전문점,"해물,생선",서초동 1545-1,0.0,0,0
비엠티엘,양식,서초3동 1576-10,0.0,0,0
라운딩,칵테일바,서초동 1550-7,0.0,0,0
오페라빈로스터스 교대점,카페,서초동 1656-4,0.0,0,17
라비어하우스,"호프,요리주점",서초3동 1576-3,1.0,1,0
만송,한식,서초동 1545-1,0.0,0,0
칠갑청국장육회 교대직영점,"찌개,전골",서초동 1570-3,0.0,0,0
교대애니메클럽,카페,서초동 1576-5,0.0,0,3
카페미소,카페,서초동 1565-22,0.0,0,0
돈뜰연탄초벌구이,"육류,고기",서초동 1569-5,0.0,0,0
전이랑밥이랑,한식,서초동 1565-1,0.0,0,0
유벤타 교대점,"호프,요리주점",서초동 1564-9,0.0,0,2
교대한분식,분식,서초동 1626-1,0.0,0,0
이자카야쇼부 교대점,"호프,요리주점",서초동 1576-15,0.0,0,0
더볼코리아,치킨,서초동 1578-1,0.0,0,0
전라도장금이,한식,서초3동 1569-8,0.0,0,0
티팔레트,카페,서초동 1548-13,0.0,0,2
오래오래,"호프,요리주점",서초동 1577-5,5.0,3,1
음식이야기,한식,서초동 1551-8,0.0,0,0
주글래포차,실내포장마차,서초동 1566-6,0.0,0,0
카페메디플라워,카페,서초동 1656-4,0.0,0,0
큰집상회,음식점,서초동 1557-22,0.0,0,4
두애견포차,실내포장마차,서초동 1550-13,0.0,0,0
개성장터 서초점,갈비,서초동 1567-5,0.0,0,0
신촌떡볶이,떡볶이,서울 서초구 서초동 101,0.0,0,0
탑비어 교대본점,"호프,요리주점",서초동 1576-9,0.0,0,0
서초식당,한식,서초3동 1556-9,0.0,0,0
휘슬러,양식,서초동 1575-9,0.0,0,0
이가네국밥,국밥,서초동 1548-1,0.0,0,0
가츠오,"돈까스,우동",서초동 1658-17,4.1,33,176
갈릭&페퍼,이탈리안,서초동 1665-5,2.9,15,44
백채김치찌개 교대역점,"찌개,전골",서초동 1659-18,5.0,4,38
엔트런스,카페,서초동 1643-32,4.0,9,35
청솔게르마늄감자탕,감자탕,서초동 1657-6,4.4,10,43
스시나인,"초밥,롤",서초동 1658-4,3.7,10,17
스타벅스 교대점,커피전문점,서초동 1657-5,2.2,6,7
e모네 춘천닭갈비닭도리탕 2호점,한식,서초동 1665-32,4.0,5,8
기세등등서병장 교대점,"찌개,전골",서초동 1660-27,1.9,9,22
호씨네식당,"육류,고기",서초동 1642-1,3.3,7,22
남촌,한정식,서초동 1665-10,1.0,1,1
스파게티스토리 교대본점,이탈리안,서초동 1666-2,3.7,3,15
신전떡볶이 교대점,떡볶이,서초동 1660-2,3.9,10,14
고스트요거트 본점,카페,서초동 1659-21,5.0,3,17
밀숲 교대점,국수,서초동 1666-1,4.2,9,10
김밥까페,분식,서초동 1658-6,1.9,11,4
카페 모멘텀,카페,서초동 1665-6,5.0,3,12
노가리슈퍼 교대점,"호프,요리주점",서초동 1657-6,1.8,6,14
고향집 쭈꾸미와삼겹살,한식,서초동 1665-1,5.0,1,3
커피빈 교대점,커피전문점,서초동 1657-5,0.0,0,0
착한코다리,"해물,생선",서초동 1657-8,0.0,0,6
앙띠크,"제과,베이커리",서초동 1660-1,4.0,5,4
철순이네김치찌개 교대점,"찌개,전골",서초동 1660-3,3.3,3,4
떡본김애떡볶이,떡볶이,서초동 1659-18,3.4,7,2
만랩커피 교대점,커피전문점,서초동 1656-13,4.7,3,4
꾸꾸루꾸바베큐 교대점,치킨,서초동 1660-22,3.8,5,1
컴포즈커피 서울교대점,커피전문점,서초동 1666-2,0.0,0,0
홍어나라&아구찜,"해물,생선",서초동 1660-2,4.3,3,0
계몽돈까스,"돈까스,우동",서초동 1658-4,2.8,5,10
영사미 교대점,떡볶이,서초동 1658-17,0.0,0,0
매머드익스프레스 교대후문점,커피전문점,서초동 1666-1,5.0,1,0
줄리앙와플 서초교대점,"제과,베이커리",서초동 1642-1,0.0,0,0
홍차돌 서초본점,퓨전요리,서초동 1658-23,0.0,0,3
양가식탁,중화요리,서초동 1660-3,2.7,3,9
츄잉쥬스,생과일전문점,서초동 1658-7,0.0,0,0
할리스커피 삼성금융캠퍼스점,커피전문점,서초동 1641-10,0.0,0,0
돈천동식당,한식,서초동 1658-23,3.3,3,0
맘스쿠키,카페,서초동 1658-23,3.0,1,0
교대커피숍,커피전문점,서초1동 1673-5,0.0,0,0
교대한우,"육류,고기",서초동 1666-2,0.0,0,0
빈트리이백이십오 교대점,카페,서초동 1665-8,0.0,0,0
추억속의그다방,커피전문점,서초동 1658-4,0.0,0,0
두어근고깃간,"육류,고기",서초1동 1657-8,0.0,0,0
찹스틱,분식,서초동 1658-23,5.0,1,0
MGM,한식,서초동 1642-1,0.0,0,1
쭈꾸미스토리,"해물,생선",서초동 1660-3,0.0,0,0
레드캡,패스트푸드,서초동 1656-13,0.0,0,0
꾸꾸루꾸유진바베큐,닭요리,서초동 1660-22,0.0,0,0
브라이언플레이스,디저트카페,서초동 1665-8,0.0,0,0
교대황금숯불구이,"육류,고기",서초동 1671-5,0.0,0,1
치우차우 교대점,중화요리,서초동 1671-5,0.0,0,0
양가포차,실내포장마차,서초동 1660-3,0.0,0,0
카몽,카페,서초동 1678-4,4.5,23,78
김영모과자점 서초동성당점,"제과,베이커리",서초동 1635-1,4.0,51,38
장티크,"제과,베이커리",서초동 1641-13,4.0,22,27
메를로,양식,서초동 1678-4,3.9,11,76
깐부치킨 서초점,치킨,서초동 1679-1,4.8,6,5
이명실설렁탕,설렁탕,서초동 1638-7,4.0,1,3
문스타,카페,서초동 1638-8,5.0,2,4
민속관,한정식,서초1동 1637-5,2.5,2,0
알리멘토,이탈리안,서초동 1637-5,0.0,0,2
교대원포차,실내포장마차,서초동 1679-1,4.0,1,1
차내음,카페,서초동 1688-6,0.0,0,1
네네치킨 서초중앙점,치킨,서초동 1687-2,0.0,0,1
한일식당,한식,서초1동 1637-4,0.0,0,0
코오롱스포렉스레스토랑,양식,서초동 1324-2,0.0,0,0
슈퍼집 서초점,한식,서초동 1680-3,0.0,0,0
스쿨스토어 본사,퓨전한식,서초동 1678-4,0.0,0,0
우리네코다리 서초점,"해물,생선",서초동 1638-7,0.0,0,0
카페이퍼스,카페,서초동 1637-5,0.0,0,0
향림,한식,서초동 1637-15,0.0,0,0
옆집샌드위치카페,샌드위치,서초동 1678-4,4.0,1,0
동방객주,"호프,요리주점",서초동 1679-1,0.0,0,0
프레소커피디자이너,커피전문점,서초동 1678-4,0.0,0,0
부메푸드바스켓,구내식당,서초동 1638-3,0.0,0,0
부림식당,한식,서초동 1687-2,0.0,0,0
교대수산 교대점,회,서초동 1649-16,3.8,10,35
헬로방방 서초본점,키즈카페,서초동 1633-4,3.5,2,38
두부월향 서초지점,두부전문점,서초동 1331-2,3.3,6,20
폴바셋 서초본점,커피전문점,서초동 1331-2,3.3,3,14
5의의미,"호프,요리주점",서초동 1610-5,4.6,7,9
한라담 강남역점,"육류,고기",서초동 1331-2,1.5,8,18
도미노피자 서초점,피자,서초동 1633-5,3.3,3,5
공화춘 다이닝포레스트점,중화요리,서초동 1331-2,5.0,1,13
버거파이터,햄버거,서초동 1626-3,4.7,9,8
시래향 1호점 본점,한식,서초동 1627-2,4.3,3,10
파리크라상 서초래미안점,"제과,베이커리",서초동 1331-2,3.0,4,7
아티제 서초점,"제과,베이커리",서초1동 1645,2.0,9,8
연안식당 서초미식지대점,"해물,생선",서초동 1331-2,3.4,5,8
연화산,중화요리,서초동 1343-16,3.1,16,2
한스 서초점,"제과,베이커리",서초동 1635-6,2.1,8,3
일팔코 서초점,이탈리안,서초동 1331-2,4.0,1,26
오곡채 시골보쌈&오곡곤드레,한식,서초동 1343-7,3.3,4,8
카페누투,카페,서초동 1643-13,0.0,0,5
처갓집양념치킨 서초점,치킨,서초동 1342,3.7,3,6
문사부 다이닝포레스트점,샤브샤브,서초동 1331-2,3.0,2,3
쉬즈베이글 교대점,디저트카페,서초동 1626-4,3.5,4,2
굽네치킨 서초2동점,치킨,서초동 1334-1,3.0,5,1
