name,category,address,score,eval_cnt,review_cnt
루엘드파리,"제과,베이커리",서초동 1445-13,3.9,72,267
봉산옥 서초동본점,국수,서초3동 1451-9,3.7,79,146
장꼬방,"찌개,전골",서초동 1438-8,3.2,299,124
해담채 남부터미널점,"해물,생선",서초동 1600-9,3.1,10,47
카페로비,디저트카페,서초동 1564-4,3.9,15,126
감격시대,"육류,고기",서초동 1579-4,2.9,22,135
사람사는 고깃집 김일도 서초점,"육류,고기",서초동 1594-3,3.9,8,105
아이비스타 서초점,뷔페,서초동 1451-34,3.4,8,47
하오차이,중화요리,서초동 1459-8,3.4,29,66
우작설렁탕,설렁탕,서초동 1621-5,3.7,106,57
그림나베 남부터미널점,일식,서초동 1603-1,3.7,21,81
진대감 서초점,"육류,고기",서초동 1594-3,4.5,2,29
요요마의키친,이탈리안,서초동 1451-38,3.4,36,274
레몬그라스타이,태국음식,서초동 1442-9,4.0,6,68
레프레미스,"제과,베이커리",서초동 1430-1,4.1,48,93
선궁,중화요리,서초동 1451-34,3.9,20,36
곰포차,실내포장마차,서초동 1459-9,3.1,13,62
노브랜드버거 남부터미널점,햄버거,서초동 1446-1,4.0,5,32
도담,"떡,한과",서초동 1604-6,3.8,10,25
더브레드블루 서초점,"제과,베이커리",서초동 1622-6,4.1,8,51
ttt커피 비씨카드점,카페,서초동 1587,2.0,4,41
부일갈비 본점,갈비,서초동 1427-6,4.3,7,52
우면산버드나무집,"육류,고기",서초동 1425-13,3.4,35,8
송가옥,"육류,고기",서초동 1564-7,4.6,7,15
천지궁 서초점,중화요리,서초동 1589-8,3.5,28,23
마구로센 남부터미널점,참치회,서초동 1588-2,3.3,9,37
늘푸름홍천한우 서초점,"육류,고기",서초동 1595-8,3.7,4,75
뱅스시,"초밥,롤",서초동 1458-6,4.4,12,71
든든한우가,"육류,고기",서초동 1591-9,4.1,8,88
굴뚝집 남부터미널점,"육류,고기",서초동 1589-13,3.6,8,115
스시환,"초밥,롤",서초동 1603-20,2.8,22,39
레트로카페트레이더,테마카페,서초동 1443-5,3.6,9,33
흑돼지삼백식당 서초점,"육류,고기",서초동 1588-3,2.9,9,57
서초명가 서초본점,"해물,생선",서초동 1601-1,4.5,4,41
만다린,중화요리,서초동 1431-9,3.4,8,91
나주곰탕 서초본점,곰탕,서초동 1585-18,3.6,43,34
강촌식당 서초점,닭요리,서초동 1443-4,3.4,5,51
매드포갈릭 예술의전당점,패밀리레스토랑,서초동 1451-34,3.5,25,57
705사케집 교대점,일본식주점,서초동 1597-1,3.0,4,26
스시36.5,"초밥,롤",서초동 1603-69,5.0,7,34
생활맥주 남부터미널점,"호프,요리주점",서초동 1588-8,4.0,5,15
스타벅스 남부터미널2점,커피전문점,서초동 1457-1,3.6,5,7
함평한우정육식당 서초본점,"육류,고기",서초동 1595-6,3.5,4,5
정순화청국장 서초본점,한식,서초동 1438-18,4.6,5,8
P268,카페,서초동 1624-14,1.8,4,36
소울버킷,햄버거,서초동 1578-4,4.6,12,49
스타벅스 남부터미널점,커피전문점,서초동 1445-4,3.5,16,6
조선화로집 교대점,"육류,고기",서초동 1579-6,5.0,1,5
미토요,"돈까스,우동",서초동 1602-1,3.3,4,43
호주,일본식주점,서초동 1600-4,4.3,4,20
스타벅스 서울교대점,커피전문점,서초동 1623-1,2.6,13,9
더진미평냉,냉면,서초동 1623-3,4.5,14,11
타지 서초점,인도음식,서초동 1444-21,3.7,26,22
해담 서초본점,회,서초동 1578-5,1.9,13,4
KFC 서초동점,패스트푸드,서초동 1602-3,2.4,20,8
김봉남포장마차 남부터미널점,실내포장마차,서초동 1586-2,4.7,6,26
백년불고기물갈비 서초점,"불고기,두루치기",서초동 1601-2,4.6,5,26
롯데리아 남부터미널점,패스트푸드,서초동 1602-10,2.0,21,8
진미일식,일식,서초동 1443-27,5.0,3,12
오늘와인한잔 남부터미널역점,와인바,서초동 1446-11,4.0,2,17
신선설농탕 서초점,설렁탕,서초동 1443-8,3.4,15,6
에머이 남부터미널점,베트남음식,서초동 1445-4,2.9,16,185
찜통 남부터미널점,"육류,고기",서초동 1457-2,2.8,38,32
티안,카페,서초동 1629-20,4.3,3,26
스타벅스 서초동점,커피전문점,서초동 1439-14,4.0,8,1
BHC치킨 서초교대점,치킨,서초동 1627-5,4.3,4,2
예술상회,한식,서초동 1457-4,5.0,4,35
바나프레소 남부터미널점,카페,서초동 1603-15,2.8,4,10
오우치,"육류,고기",서초동 1458-4,5.0,7,20
북창동순두부 서초점,두부전문점,서초동 1443-11,2.4,5,14
예향,한식,서초동 1621-6,0.0,1,4
칭하이,중화요리,서초동 1443-25,2.3,9,25
엘마론,카페,서초동 1600-4,4.2,11,8
수미관,한정식,서초동 1427-5,4.3,3,21
동수원갈비 서초본점,갈비,서초동 1601-1,2.7,3,3
아이언쉐프,"스테이크,립",서초동 1624-4,4.7,7,28
부산아지매국밥 BC카드점,국밥,서초동 1458-3,2.9,9,12
서강쇠떡볶이 남부터미널점,떡볶이,서초동 1459-9,3.3,4,7
탐앤탐스 남부터미널역점,커피전문점,서초동 1457-2,1.9,10,4
W23 서초점,와인바,서초동 1604-20,3.0,5,11
도라스시,일식집,서초동 1444-14,4.0,2,22
서초아구해물찜탕,아구,서초동 1588-8,4.6,10,11
우리수산,회,서초동 1606-5,4.0,4,88
진오돌뼈 교대점,"육류,고기",서초동 1596-6,4.1,14,12
배수경양재정육식당,"육류,고기",서초동 1439-1,3.0,2,2
놀숲 교대점,만화카페,서초동 1624-2,4.7,3,6
동대문엽기떡볶이 교대점,떡볶이,서초동 1578-4,2.3,10,15
황궁,중화요리,서초동 1601-1,2.8,10,9
할리스커피 남부터미널점,커피전문점,서초동 1623-10,4.0,5,4
가온매운갈비찜,갈비,서초동 1579-1,4.3,27,31
교촌치킨 서초3호점,치킨,서초동 1579-5,2.9,12,6
본죽 남부터미널점,죽,서초동 1603-67,2.0,14,4
배스킨라빈스 남부터미널역점,아이스크림,서초동 1458-6,4.0,2,4
카페설리번 서초점,카페,서초동 1606-3,3.0,5,16
삼학도,회,서초동 1603-66,3.5,12,2
스시마카세,"초밥,롤",서초동 1603-1,3.8,10,5
크리스피크림도넛 남부터미널점,도넛,서초동 1446-1,0.0,0,3
전주 콩뿌리콩나물국밥,국밥,서초동 1589-13,2.3,5,13
깐부치킨 남부터미널점,치킨,서초동 1603-2,2.8,21,8
바른치킨 남부터미널점,치킨,서초동 1458-6,4.2,20,28
허수아비 남부터미널점,"돈까스,우동",서초동 1603-69,3.2,16,10
바르다김선생 남부터미널점,분식,서초동 1599-2,2.3,9,11
전주콩나루 콩나물국밥,국밥,서초동 1602-5,3.7,3,6
삼보부대고기,"찌개,전골",서초1동 1443-27,4.1,22,16
초막집 서초본점,"육류,고기",서초동 1624-2,3.0,7,5
카툰바이커피 서초본점,만화카페,서초동 1593-7,5.0,3,17
쏘옥,"제과,베이커리",서초동 1625-10,4.6,8,13
홍루몽,중식,서초동 1586-2,4.7,6,4
파리바게뜨 남부터미널점,"제과,베이커리",서초동 1602-1,3.0,9,1
팔당반점 서초직영점,중화요리,서초동 1425-15,3.5,4,7
까페라리 서초점,커피전문점,서초동 1444-20,4.2,10,17
육대장 남부터미널점,국밥,서초동 1589-12,3.3,4,10
금화왕돈까스 남부터미널점,"돈까스,우동",서초동 1445-4,1.6,7,4
이디야커피 남부터미널점,커피전문점,서초동 1444-2,2.3,3,2
설빙 남부터미널점,디저트카페,서초동 1458-3,1.7,7,5
다동 모밀우동오뎅전문,"돈까스,우동",서초동 1579-9,2.1,32,10
팔도명가산야채순대국 본점,순대,서초동 1623-3,3.2,10,3
항아리식당,한식,서초동 1439-14,5.0,2,1
죠스떡볶이 남부터미널점,떡볶이,서초동 1599-2,1.8,6,7
길초밥,"초밥,롤",서초동 1597-2,5.0,2,17
백암순대감자탕,순대,서초동 1589-5,4.3,4,5
국대떡볶이 서초남부점,떡볶이,서초동 1443-1,3.4,40,8
할리스커피 서초점,커피전문점,서초동 1597-1,5.0,3,0
크리스피파이,디저트카페,서초동 1459-7,5.0,2,17
논골집 서초점,"육류,고기",서초동 1624-11,3.3,8,8
새마을식당 남부터미널점,"육류,고기",서초동 1588-6,1.4,12,12
류 서초점,일본식주점,서초동 1621-9,5.0,1,16
커피빈 남부터미널역점,커피전문점,서초동 1602-5,3.5,8,1
소나기,한식,서초동 1443-28,4.0,1,5
퀴즈노스서브 남부터미널점,샌드위치,서초동 1457-2,1.4,30,11
샤브향 서초남부점,동남아음식,서초동 1459-8,3.2,6,19
카페토다 서초점,카페,서초동 1589-1,3.7,3,0
우공뭉티기 서초점,"육류,고기",서초동 1597-2,1.0,1,36
강릉경북회집,회,서초3동 1600-1,4.0,2,4
해방촌HBC고깃집 남부터미널점,"육류,고기",서초동 1621-27,4.6,7,4
공차 남부터미널점,카페,서초동 1446-1,3.0,3,2
함경순대,순대,서초동 1585-18,4.1,7,2
가마로강정 교대점,닭강정,서초동 1626-9,4.0,3,2
공차 서초점,카페,서초동 1601-1,2.9,8,0
밥심이,한식,서초동 1459-9,4.2,10,8
한신VIP일번지포차,실내포장마차,서초동 1439-1,5.0,1,1
중국성,중화요리,서초동 1606-4,3.0,2,2
바바치킨 서초직영점,치킨,서초3동 1458-1,0.0,0,2
진배족발 서초점,"족발,보쌈",서초동 1601-1,0.0,0,2
명가교동짬뽕 서초점,중화요리,서초동 1599-2,3.0,13,4
파스쿠찌 서초점,커피전문점,서초동 1623-8,3.0,4,2
삼계탕마을 서초점,삼계탕,서초1동 1443-3,3.2,6,9
셰프의돈까스 남부터미널점,"돈까스,우동",서초동 1599-2,4.0,4,10
칠번가피자 서초교대점,피자,서초동 1442-19,5.0,1,23
강남짬뽕,중화요리,서초동 1602-10,2.0,9,24
리어카포차 서초교대1호점,실내포장마차,서초동 1578-5,0.0,0,7
큰이모 부대찌개,"찌개,전골",서초동 1589-14,5.0,2,7
강창구찹쌀진순대 남부터미널점,순대,서초동 1443-12,2.6,8,5
취홍,중식,서초동 1624-2,0.0,0,3
페임커피,커피전문점,서초동 1627-5,4.7,7,5
조가홍닭 남부터미널점,치킨,서초동 1601-2,4.4,9,5
12바스켓,샌드위치,서초동 1445-3,5.0,4,40
광시 신흥농장직영점,"육류,고기",서초동 1444-2,4.0,3,5
브루웍스 남부터미널역점,"호프,요리주점",서초동 1588-6,4.0,2,8
원할머니보쌈족발 서초점,"족발,보쌈",서초동 1589-14,3.0,2,4
카페포레스트,카페,서초동 1444-1,4.5,2,3
군선생 남부터미널점,"해물,생선",서초동 1601-1,5.0,1,4
양계장집아들,치킨,서초동 1603-66,4.0,1,6
마담버터플라이,카페,서초동 1621-3,3.0,6,10
해물솥밥모랑 남부터미널점,"해물,생선",서초동 1599-2,3.3,10,8
진미정생선구이,"해물,생선",서초동 1579-9,3.0,12,5
피자스쿨 남부터미널역점,피자,서초동 1603-1,4.8,9,2
병천순대왕족발,순대,서초동 1588-13,3.0,4,4
커피829 남부터미널점,커피전문점,서울 서초구 서초동 1743-1,5.0,1,11
파파존스 서초점,피자,서초동 1443-6,5.0,1,1
에슬로우 서초1호점,카페,서초동 1588-2,2.6,5,2
담소소사골순대육개장 남부터미널점,순대,서초동 1601-1,2.9,8,5
엔제리너스 남부터미널점,커피전문점,서초동 1603-54,5.0,1,1
포프롬나드 본점,동남아음식,서초동 1427-19,2.8,18,20
청해복장어전문점,"해물,생선",서초동 1599-11,5.0,2,0
통영味鮮,회,서초동 1443-24,3.6,6,0
최수사,일식집,서초동 1443-32,3.0,5,2
만리향,중화요리,서초동 1444-20,1.0,1,14
명동칼국수샤브샤브 서초점,샤브샤브,서초동 1601-1,3.8,5,7
용궁해물탕,"매운탕,해물탕",서초동 1616-6,0.0,0,0
산애들,"찌개,전골",서초3동 1588-11,4.5,4,4
칠갑청국장육회 남부터미널지점,한식,서초동 1603-66,3.6,16,9
꼬꾸이,치킨,서초동 1603-68,3.0,2,4
황다방,다방,서초동 1603-69,0.0,0,2
노랑통닭 남부터미널점,치킨,서초동 1603-67,3.0,6,2
밀마을칼국수,국수,서초동 1451-23,4.5,6,6
그릴진 남부터미널역점,"육류,고기",서초동 1601-2,0.0,0,3
타미하우스 남부터미널점,샌드위치,서초동 1425-9,0.0,0,1
플라티,카페,서초동 1438-9,2.0,1,2
미소야 서초점,"돈까스,우동",서초동 1458-6,2.3,10,4
서울양꼬치,양꼬치,서초동 1589-5,3.3,10,8
김밥천국 예술의전당점,분식,서초동 1458-6,0.0,0,1
이베리코,한정식,서초동 1432-23,5.0,4,1
펀비어킹 남부터미널점,"호프,요리주점",서초동 1588-1,0.0,0,1
브라운하우스,양식,서초동 1442-14,2.0,1,2
진심에취하다,일본식주점,서초동 1451-63,5.0,1,2
통영미선,"해물,생선",서초동 1443-24,0.0,0,2
미양마늘보쌈집 남부터미널점,"족발,보쌈",서초동 1445-4,3.4,9,5
송사부수제쌀고로케 남부터미널점,"제과,베이커리",서초동 1446-1,3.0,5,70
요거프레소 서울교대점,디저트카페,서초동 1598-2,3.5,2,2
해월양꼬치샤브샤브 서초점,양꼬치,서초동 1443-1,3.3,3,8
소윤화,중화요리,서초동 1451-31,4.5,2,3
한솥도시락 국제전자센터옆점,도시락,서초동 1443-1,2.0,4,6
EU,카페,서초동 1459-9,5.0,5,7
카페준,카페,서초동 1600-9,0.0,0,22
오징어나라 서초점,"해물,생선",서초동 1589-12,3.3,5,1
라이브잼,라이브카페,서초동 1595-6,0.0,0,2
김밥,분식,서초동 1580-6,0.0,0,1
참살이청국장,"찌개,전골",서초동 1599-11,5.0,2,2
더대박치킨 서초점,치킨,서초동 1600-7,4.6,8,3
오페라빈로스터스 예술의전당점,카페,서초동 1449-8,5.0,1,0
홍등,중식,서초동 1564-2,4.7,3,3
송황칼국수,한식,서초동 1442-21,4.0,3,3
왕떡볶이,떡볶이,서초동 1440-1,4.0,4,1
파리바게뜨 서초중앙점,"제과,베이커리",서초동 1604-18,3.5,6,2
한가람,한식뷔페,서초동 1598-1,0.0,0,0
가마솥감자탕,감자탕,서초동 1442-19,4.0,1,0
벨라빈스커피 남부터미널점,커피전문점,서초동 1601-1,2.3,4,1
장어만구이,장어,서초동 1579-7,5.0,2,0
무봤나촌닭 서초점,치킨,서초동 1621-26,0.0,0,0
국수명가,국수,서초동 1588-13,3.5,2,6
충무김밥 서초점,분식,서초동 1600-9,4.0,1,0
우리김밥,분식,서초동 1446-1,4.0,1,1
커먼띵스,카페,서초동 1432-24,3.0,2,4
래빈,닭요리,서초동 1603-12,1.8,4,6
남도맛집,한정식,서초동 1603-69,4.0,5,1
포마토,분식,서초동 1596-6,2.0,3,1
온이유,디저트카페,서초동 1600-9,0.0,0,1
종로닭한마리부대찌개,닭요리,서초동 1580-6,0.0,0,1
김밥천국 남부터미널점,분식,서초동 1601-1,1.8,5,0
쟈니스커피,카페,서초동 1619-6,0.0,0,1
팔당반점,중식,서초동 1425-1,0.0,0,0
김가네 남부터미널점,분식,서초동 1588-6,3.0,3,3
우래기사식당,기사식당,서초동 1606-5,2.0,2,1
완산골명가 남부터미널점,국밥,서초동 1441-1,0.0,0,1
동호숯불바베큐호프,"호프,요리주점",서초동 1603-69,4.5,2,7
서초동고기집,"육류,고기",서초동 1442-11,5.0,1,4
미에뜨케이크,"제과,베이커리",서초동 1619-6,4.8,4,3
옛다원 서초점,카페,서초동 1602-8,4.0,2,4
락가,일본식주점,서초동 1600-9,5.0,1,4
일억조중국요리,중화요리,서초동 1579-5,1.0,2,0
빚은 남부터미널역점,"떡,한과",서초동 1443-2,0.0,0,0
교대시골밥상,한식,서초동 1627-5,3.0,1,3
진오돌뼈,한정식,서초동 1580-6,0.0,0,0
서초회관,설렁탕,서초동 1451-42,2.5,2,0
참치현,일식집,서초동 1601-1,0.0,0,2
권서방네순대국왕순대 남부터미널점,순대,서초동 1603-68,3.0,9,2
브로앤시스,카페,서초동 1445-13,5.0,1,0
치&강 남부터미널점,닭강정,서초동 1446-1,0.0,0,2
생생포차,실내포장마차,서초동 1451-16,4.3,3,1
바나프레소 교대사거리점,카페,서초동 1598-1,0.0,0,0
돈바바,갈비,서초동 1427-17,5.0,2,0
을지로골뱅이와 꼬까닥치킨 진짜생맥주 서초본점,"호프,요리주점",서초동 1589-14,5.0,1,1
오사카동,"돈까스,우동",서초동 1602-10,2.1,27,11
카페고도,카페,서초동 1451-23,0.0,0,6
백암순대국,순대,서초동 1431-10,0.0,0,0
바다풍경,회,서초동 1431-10,0.0,0,1
미스터브리즈커피 남부터미널점,커피전문점,서초동 1427-4,3.5,2,0
9카페,카페,서초동 1443-13,5.0,2,1
베리언스,카페,서초동 1434-12,0.0,0,0
라크레모사,아이스크림,서초동 1605-9,3.0,2,5
라이언위스키 교대2호점,술집,서초동 1588-2,0.0,0,0
브로드커피,커피전문점,서초동 1602-8,5.0,1,1
가정식백반 남부촌,한식,서초동 1451-27,0.0,0,1
퐁데자르,"제과,베이커리",서초동 1455-8,5.0,3,1
본도시락 남부터미널점,도시락,서초동 1603-1,0.0,0,3
커피스타카토,커피전문점,서초동 1617-33,0.0,0,0
썸,음식점,서초동 1564-2,0.0,0,0
충무식당,한식뷔페,서초동 1445-3,0.0,0,1
그래놀라와 오슬로우,커피전문점,서초동 1451-10,5.0,1,5
애견호텔,애견카페,서초동 1603-66,0.0,0,0
꼬꼬막 서초점,한식,서초동 1601-1,2.0,1,4
한국찹쌀순대,순대,서초동 1599-2,4.5,2,1
서초복집,복어,서초동 1427-4,0.0,0,0
먹마포차,실내포장마차,서초동 1443-6,2.5,2,1
서해수산,회,서초동 1588-11,3.0,1,1
바빈스커피 서초점,커피전문점,서초동 1442-9,5.0,1,0
풀떼기,카페,서초동 1596-6,3.3,3,2
전주콩나물해장국밥,국밥,서울 서초구 서초동 1428-4,0.0,0,0
루엘드파리 아뜰리에,"제과,베이커리",서초동 1445-13,0.0,0,7
보네르67,카페,서초동 1442-9,0.0,0,3
배달삼겹돼지되지 서초점,삼겹살,서초동 1627-5,0.0,0,1
앤티앤스프레즐 남부터미널점,"제과,베이커리",서초동 1446-1,5.0,1,0
우리들손칼국수,국수,서초동 1445-3,4.5,2,1
서초손칼국시보쌈 서초점,"족발,보쌈",서초동 1603-68,5.0,1,1
서초정육식당,"육류,고기",서초동 1601-1,0.0,0,1
울엄마김밥 서초본점,분식,서초동 1428-13,4.0,2,0
스테프핫도그 남부터미널점,패스트푸드,서초동 1446-1,0.0,0,0
멜슨하우스,카페,서초동 1604-4,0.0,0,0
나래종합한식분식,한식,서초동 1603-9,0.0,0,2
게장부페,뷔페,서초동 1622-19,0.0,0,0
마포 돼지갈비생삼겹살,갈비,서초동 1431-1,5.0,1,1
커피오도레,커피전문점,서초3동 1580-6,3.0,2,2
페이드,카페,서초동 1588-12,0.0,0,0
방배족발 서초점,"족발,보쌈",서초동 1588-7,0.0,0,0
감나무참숯갈비 서초본점,갈비,서초동 1623-3,5.0,1,2
명동할머니국수 남부터미널점,국수,서초동 1445-4,3.6,5,3
우리동네청년어부서초점,일식,서초동 1442-10,0.0,0,1
궁순대국생삼겹살,한식,서초동 1430-10,3.0,3,0
국수마을,국수,서초동 1432-24,3.4,5,0
우리집,한식,서초동 1605-2,0.0,0,1
카페ASAP,카페,서초동 1617-38,5.0,1,0
오미야,기사식당,서초3동 1451-34,3.0,1,0
옛집큰손,한식,서초동 1443-30,4.0,2,1
명인만두 남부터미널점,분식,서초동 1601-1,1.7,4,0
벼리스타,카페,서초동 1445-15,2.0,1,0
치킨뱅이 남부터미널점,"호프,요리주점",서초동 1601-1,3.0,2,1
낭만쭈꾸미,"해물,생선",서초동 1595-6,0.0,0,0
커피온리 남부터미널점,커피전문점,서초동 1446-1,1.0,1,2
그린쿡한식뷔페&호프,"호프,요리주점",서초동 1603-1,0.0,0,1
인정국물떡볶이,떡볶이,서초동 1595-6,0.0,0,0
매화,중화요리,서초1동 1442-10,2.5,6,5
끌레르,카페,서초동 1438-16,5.0,1,0
카페녹색광선,카페,서초동 1598-8,0.0,0,1
돌쇠고기,"육류,고기",서초동 1586-3,0.0,0,0
단풍애김밥 남부터미널점,분식,서초동 1443-17,5.0,2,2
사랑이네김밥,분식,서초동 1443-1,1.0,1,0
소담 교대점,한식,서초동 1624-3,0.0,0,2
왕솥뚜껑생삼겹살,한식,서울 서초구 서초동 1428-4,0.0,0,0
더치앤빈 남부터미널점,커피전문점,서초동 1444-21,0.0,0,0
떡의명가하늘채,"떡,한과",서초동 1445-14,5.0,1,0
시골밥상,"족발,보쌈",서초동 1428-5,3.0,1,0
교대오리삼겹살뷔페,고기뷔페,서초동 1580-6,0.0,0,0
화평냉면지짐이,"호프,요리주점",서초동 1603-69,4.0,3,1
만랩커피 남부터미널점,커피전문점,서울 서초구 서초동 1446-11,0.0,0,0
센트로커피,카페,서초동 1594-3,0.0,0,2
그릴드치즈,샌드위치,서초1동 1621-1,0.0,0,0
착형,카페,서초동 1445-3,3.5,2,3
소담화플라워카페,테마카페,서초동 1456-3,0.0,0,0
강구항을지로골뱅이,"호프,요리주점",서초동 1603-67,2.5,4,1
유황오리,오리,서초동 1616-6,0.0,0,0
금잔디샵,"떡,한과",서초동 1443-24,0.0,0,0
밀라노,술집,서초동 1589-4,1.0,1,0
미셸푸드카페안젤로 서초평화지점,카페,서초3동 1451-34,4.0,1,0
정선할매곤드레밥 교대점,한식,서초동 1597-1,0.0,0,1
크림앤토마토,분식,서초동 1445-3,4.6,5,11
경성찹쌀꽈배기,"제과,베이커리",서초동 1600-11,0.0,0,0
장충동왕족발,"족발,보쌈",서초동 1445-14,0.0,0,0
부뚜막,"육류,고기",서초동 1589-2,3.0,2,0
클럽1d1m,카페,서초동 1621-16,0.0,0,2
짱이야산곰장어,장어,서초동 1578-5,0.0,0,0
뜨레봉뺑,"제과,베이커리",서초동 1441-1,5.0,3,0
서초꽈배기,"제과,베이커리",서초동 1603-66,0.0,0,2
삼미감자탕,감자탕,서초동 1600-9,0.0,0,0
아워홈 게임빌서초점,한식,서초동 1426-1,5.0,1,0
남부식당,한식,서초동 1457-4,0.0,0,0
이조,한식,서초동 1445-3,4.0,2,3
A1,칵테일바,서초3동 1579-4,0.0,0,0
커피킹,카페,서초동 1624-3,5.0,2,0
명동칼국수,국수,서초동 1445-3,3.0,2,0
오즈룸,"제과,베이커리",서초동 1439-4,0.0,0,0
서초마을&포차,실내포장마차,서초동 1580-6,0.0,0,0
서초맛골집,한식,서초동 1434-13,3.0,1,0
류,일본식주점,서초동 1621-9,0.0,0,9
예술다방,카페,서초동 1451-25,0.0,0,1
카페525,카페,서초동 1458-10,4.0,4,1
마마푸드,한식,서초동 1588-1,0.0,0,0
로빈스베이커리 남부터미널점,"제과,베이커리",서초동 1443-17,0.0,0,5
홍연자명품김밥,분식,서초동 1443-17,3.0,1,0
삿갓촌,"육류,고기",서초동 1616-6,0.0,0,0
카페아리코,카페,서초동 1445-3,0.0,0,0
청주본가,한식,서초동 1428-3,0.0,0,0
막썰어횟집,회,서초동 1431-10,0.0,0,0
오대양참치,참치회,서초동 1578-5,0.0,0,0
뜨락,분식,서초동 1445-3,0.0,0,0
지오,카페,서초동 1624-1,0.0,0,0
올리브나무,카페,서초동 1435-1,0.0,1,0
카페다임,커피전문점,서초동 1628-62,0.0,0,1
서울남부터미널 구내식당,구내식당,서초동 1446-1,0.0,0,1
외가집,한식,서초동 1427-16,3.0,2,0
소소한펍,술집,서초동 1598-1,5.0,1,0
마치래빗,패밀리레스토랑,서초동 1579-5,0.0,0,0
더브라운베이커리 서초사무소,"제과,베이커리",서초동 1603-68,0.0,0,0
명동치킨,치킨,서초동 1600-11,4.0,1,1
전주성,중화요리,서초동 1445-3,0.0,0,0
나인아울스,카페,서초동 1443-28,5.0,1,1
도시락나라,도시락,서초동 1627-6,0.0,0,0
카페인하비토모,카페,서초동 1445-3,0.0,0,1
봄cafe2019,카페,서초동 1621-1,0.0,0,0
참호도과자 남부터미널점,간식,서초동 1446-1,5.0,1,0
카페아미아,카페,서초동 1434-4,0.0,0,0
남부족발,"족발,보쌈",서초동 1603-68,0.0,0,0
델리뉴스 현대슈퍼빌점,카페,서초동 1446-11,0.0,0,0
밀크커피,카페,서초동 1594-3,0.0,0,0
모모랑,카페,서초동 1606-5,0.0,0,0
카페일레븐,커피전문점,서초동 1589-12,0.0,0,0
하타다,커피전문점,서초동 1443-1,4.5,2,0
킹콩분식 남부터미널점,분식,서초동 1458-2,0.0,0,1
홈푸드,한식,서초동 1443-30,5.0,1,0
옥향의집,"육류,고기",서초동 1586-2,4.0,1,0
드렁크829,술집,서초동 1588-8,0.0,0,1
통닭가 서초점,치킨,서초동 1603-66,0.0,0,1
수도시락,도시락,서초동 1603-10,0.0,0,0
춘원산오리,오리,서초동 1603-66,0.0,0,0
블링블링 서초1호점,아이스크림,서초동 1440-1,0.0,0,0
이리오리,한식,서초동 1603-68,0.0,0,0
콩사랑,한식,서초동 1599-2,1.0,3,2
콩이몽이카페,카페,서초동 1605-1,0.0,0,0
모짜르트클럽,카페,서초동 1438-7,0.0,0,0
뉴욕핫도그앤커피 양재남부터미널점,패스트푸드,서초동 1446-1,0.0,0,0
바른고기파는사람들 서초점,"육류,고기",서초동 1443-23,0.0,0,0
커피콩36.5도씨,커피전문점,서초동 1445-4,0.0,0,0
나트랑,동남아음식,서초동 1603-1,0.0,0,0
와사라 예당점,일식,서초동 1458-6,0.0,0,2
한방숯불바베큐,치킨,서초동 1603-68,0.0,0,0
살몬드비프,"스테이크,립",서초동 1597-1,1.5,2,0
숙카페,커피전문점,서초동 1429-8,0.0,0,0
옹심이네,한식,서초동 1445-3,0.0,0,1
상하이,중화요리,서초3동 1586-2,0.0,0,0
우이령,한식,서초동 1600-9,0.0,0,0
SM카페,"호프,요리주점",서초동 1588-13,0.0,0,0
카페티타임,카페,서초동 1589-4,0.0,0,0
향촌식당,한식,서초동 1449-8,0.0,0,0
족삼리,한식,서초동 1595-6,0.0,0,0
제이스비스트로,이탈리안,서초동 1600,0.0,0,0
페이드커피바,와인바,서초동 1588-12,0.0,0,0
스위트가든,카페,서초동 1451-23,0.0,0,0
오뎅사께 서초점,오뎅바,서초동 1601-1,0.0,0,0
고향밥상,한식,서초동 1440-1,1.0,1,1
내추럴커피 서초점,커피전문점,서초동 1589-12,0.0,0,0
더브라이언스,카페,서초동 1623-3,5.0,1,28
아미고,칵테일바,서초동 1586-1,0.0,0,0
퓨전포차,실내포장마차,서초동 1443-34,0.0,0,0
사랑채,한식,서초3동 1598-3,0.0,0,0
서초동 그집,실내포장마차,서초동 1588-7,0.0,0,0
뷔폐식백반,한식,서초동 1445-3,0.0,0,0
카페더머그,커피전문점,서초동 1589-10,1.0,1,0
위스키글렌,술집,서초동 1598-2,0.0,0,0
자매가정식백반집,한식,서초동 1443-30,0.0,0,0
클로리스홀,뷔페,서초동 1445-4,2.0,1,0
아여수 서리풀점,한식,서초동 1451-16,4.5,2,0
지유명차 교대점,전통찻집,서초동 1620-4,0.0,0,2
하림,"육류,고기",서초동 1589-14,0.0,0,0
정우푸드,음식점,서초동 1606-5,0.0,0,0
회무로,회,서초동 1443-30,0.0,0,0
바다밥상온스테이지,일식집,서초동 1458-3,5.0,2,1
맛고을,한식,서초동 1621-5,5.0,3,1
블루비노,양식,서초동 1459-8,3.0,1,0
카페파울리,카페,서초동 1429-8,0.0,0,0
꼬꾸이 서일점,치킨,서초동 1442-19,0.0,0,1
열라쭈꾸미 서초점,"해물,생선",서초동 1443-34,0.0,0,0
소소야마켓,간식,서초동 1624-4,0.0,0,0
샌드프레소 JW타워점,샌드위치,서초동 1424-2,0.0,0,0
시애틀,피자,서초동 1588-1,0.0,0,0
씨앤필코리아,음식점,서초동 1445-13,0.0,0,0
